 # de.tudarmstadt.ukp.dkpro.core.api.segmentation.type.Lemma | value # de.tudarmstadt.ukp.dkpro.core.api.lexmorph.type.pos.POS | PosValue # webanno.custom.Lexicalsample | tag
#id=1
#text=Lad mig fremhæve nogle stykker:
1-1	Lad	lade	VM:----:--:----	_	
7-14	Enhedslisten	Enhedslisten	NP:siu#:--:----	_	
7-15	får	få	VF:----:sa:----	_	
7-16	opbakning	opbakning	NC:siuc:--:----	_	
7-17	til	til	T-:----:--:----	_	
7-18	sin	sin	-:-3ys	_	
7-19	politik	politik	NC:siuc:--:----	_	
7-20	i	i	T-:----:--:----	_	
7-21	Berlingske	Berlingske	NP:siu#:--:----	_	
7-22	Tidende	Tidende	NP:siu#:--:----	_	
7-23	.	.	ZP	_	

#id=8
#text=Så med andre ord er grundlaget for et stykke godt og nødvendigt infrastruktur lagt i det forslag til anlægslov, som vi har fremsat, og som jeg regner med at Folketinget om kort tid vil vedtage.
8-1	Så	så	D-:----:--:u---	_	
8-2	med	med	T-:----:--:----	_	
8-3	andre	anden	PI:p-u#:--:----	_	
8-4	ord	ord	NC:piu#:--:----	_	
8-5	er	være	VF:----:sa:----	_	
8-6	grundlaget	grundlag	NC:sdun:--:----	_	
8-7	for	for	T-:----:--:----	_	
8-8	et	en	PI:s-un:--:----	_	
8-9	stykke	stykke	NC:siun:--:----	stykke_4b	
8-10	godt	god	AD:----:--:p---	_	
8-11	og	og	CC:----:--:----	_	
8-12	nødvendigt	nødvendig	AD:----:--:p---	_	
8-13	infrastruktur	infrastruktur	NC:siuc:--:----	_	
8-14	lagt	lægge	VT:siu#:t-:----	_	
8-15	i	i	T-:----:--:----	_	
8-16	det	den	PM:s-un:--:----	_	
8-17	forslag	forslag	NC:siun:--:----	_	
8-18	til	til	T-:----:--:----	_	
8-19	anlægslov	anlægslov	NC:siuc:--:----	_	
8-20	,	,	ZD	_	
8-21	som	som	US:----:--:----	_	
8-22	vi	vi	PP:p-nc:--:-1n-	_	
8-23	har	have	VF:----:sa:----	_	
8-24	fremsat	fremsat	VT:siu#:t-:----	_	
8-25	,	,	ZD	_	
8-26	og	og	CC:----:--:----	_	
8-27	som	som	US:----:--:----	_	
8-28	jeg	jeg	PP:s-nc:--:-1n-	_	
8-29	regner	regne	VF:----:sa:----	_	
8-30	med	med	T-:----:--:----	_	
8-31	at	at	CS:----:--:----	_	
8-32	Folketinget	folketing	NC:sdun:--:----	_	
8-33	om	om	T-:----:--:----	_	
8-34	kort	kort	AC:siu§:--:p---	_	
8-35	tid	tid	NC:siuc:--:----	_	
8-36	vil	ville	VF:----:sa:----	_	
8-37	vedtage	vedtage	VI:----:-a:----	_	
8-38	.	.	ZP	_	

#id=9
#text=Jeg vil gerne læse et lille stykke op fra bemærkningerne til forslaget:
9-1	Jeg	jeg	PP:s-nc:--:-1n-	_	
9-2	vil	ville	VF:----:sa:----	_	
9-3	gerne	gerne	D-:----:--:u---	_	
9-4	læse	læse	VI:----:-a:----	_	
9-5	et	en	PI:s-un:--:----	_	
9-6	lille	lille	AC:s§u§:--:p---	_	
9-7	stykke	stykke	NC:siun:--:----	stykke_5c	
9-8	op	op	D-:----:--:u---	_	
9-9	fra	fra	T-:----:--:----	_	
9-10	bemærkningerne	bemærkning	NC:pdu#:--:----	_	
9-11	til	til	T-:----:--:----	_	
9-12	forslaget	forslag	NC:sdun:--:----	_	
9-13	:	:	ZP	_	

#id=10
#text= Når man indtager anabole stoffer, kan der ske det, at kroppen helt eller delvis holder op med selv at producere stofferne, og når misbruget så ophører på et tidspunkt, går der et stykke tid, før kroppen igen producerer den normale mængde testosteron.
10-1	Når	når	CS:----:--:----	_	
10-2	man	man	PI:#-uc:--:----	_	
10-3	indtager	indtage	VF:----:sa:----	_	
10-4	anabole	anabol	AC:p#u#:--:p---	_	
10-5	stoffer	stof	NC:piu#:--:----	_	
10-6	,	,	ZD	_	
10-7	kan	kunne	VF:----:sa:----	_	
10-8	der	der	US:----:--:----	_	
10-9	ske	ske	VI:----:-a:----	_	
10-10	det	det	PP:s-un:--:-3n-	_	
10-11	,	,	ZD	_	
10-12	at	at	CS:----:--:----	_	
10-13	kroppen	krop	NC:sduc:--:----	_	
10-14	helt	hel	AD:----:--:p---	_	
10-15	eller	eller	----:--:----	_	
10-16	delvis	delvis	AD:----:--:p---	_	
10-17	holder	holde	VF:----:sa:----	_	
10-18	op	op	D-:----:--:u---	_	
10-19	med	med	D-:----:--:u---	_	
10-20	selv	selv	PM:#-u#:--:----	_	
10-21	at	at	UI:----:--:----	_	
10-22	producere	producere	VI:----:-a:----	_	
10-23	stofferne	stof	NC:pdu#:--:----	_	
10-24	,	,	ZD	_	
10-25	og	og	CC:----:--:----	_	
10-26	når	når	CS:----:--:----	_	
10-27	misbruget	misbrug	NC:sdun:--:----	_	
10-28	så	så	D-:----:--:u---	_	
10-29	ophører	ophøre	VF:----:sa:----	_	
10-30	på	på	T-:----:--:----	_	
10-31	et	en	PI:s-un:--:----	_	
10-32	tidspunkt	tidspunkt	NC:siun:--:----	_	
10-33	,	,	ZD	_	
10-34	går	gå	VF:----:sa:----	_	
10-35	der	der	US:----:--:----	_	
10-36	et	en	PI:s-un:--:----	_	
10-37	stykke	stykke	NC:siun:--:----	stykke_3a	
10-38	tid	tid	NC:siuc:--:----	_	
10-39	,	,	ZD	_	
10-40	før	før	CS:----:--:----	_	
10-41	kroppen	krop	NC:sduc:--:----	_	
10-42	igen	igen	D-:----:--:u---	_	
10-43	producerer	producere	VF:----:sa:----	_	
10-44	den	den	PM:s-uc:--:----	_	
10-45	normale	normal	AC:sdu#:--:p---	_	
10-46	mængde	mængde	NC:siuc:--:----	_	
10-47	testosteron	testosteron	NC:siun:--:----	_	
10-48	.	.	ZP	_	

#id=11
#text= Og jeg kan konstatere, at det er lidt underligt, at ministeren gør meget ud  af at sige, at vi ikke skal tale os væk fra hinanden, for jeg vil da ikke lægge skjul på, at det synes jeg jo nok at ministeren gjorde en del ud af at gøre, når det kom til stykket.
11-1	Og	og	CC:----:--:----	_	
11-2	jeg	jeg	PP:s-nc:--:-1n-	_	
11-3	kan	kunne	VF:----:sa:----	_	
11-4	konstatere	konstatere	VI:----:-a:----	_	
11-5	,	,	ZD	_	
11-6	at	at	CS:----:--:----	_	
11-7	det	det	PP:s-un:--:-3n-	_	
11-8	er	være	VF:----:sa:----	_	
11-9	lidt	lidt	AD:----:--:p---	_	
11-10	underligt	underlig	AC:siun:--:p---	_	
11-11	,	,	ZD	_	
11-12	at	at	CS:----:--:----	_	
11-13	ministeren	minister	NC:sduc:--:----	_	
11-14	gør	gøre	VF:----:sa:----	_	
11-15	meget	megen	AD:----:--:p---	_	
11-16	ud	ud	D-:----:--:u---	_	
11-17	af	af	T-:----:--:----	_	
11-18	at	at	UI:----:--:----	_	
11-19	sige	sige	VI:----:-a:----	_	
11-20	,	,	ZD	_	
11-21	at	at	CS:----:--:----	_	
11-22	vi	vi	PP:p-nc:--:-1n-	_	
11-23	ikke	ikke	D-:----:--:u---	_	
11-24	skal	skulle	VF:----:sa:----	_	
11-25	tale	tale	VI:----:-a:----	_	
11-26	os	vi	PP:p-uc:--:-1#-	_	
11-27	væk	væk	D-:----:--:u---	_	
11-28	fra	fra	T-:----:--:----	_	
11-29	hinanden	hinanden	PC:p-u-:--:----	_	
11-30	,	,	ZD	_	
11-31	for	for	CC:----:--:----	_	
11-32	jeg	jeg	PP:s-nc:--:-1n-	_	
11-33	vil	ville	VF:----:sa:----	_	
11-34	da	da	D-:----:--:u---	_	
11-35	ikke	ikke	D-:----:--:u---	_	
11-36	lægge	lægge	VI:----:-a:----	_	
11-37	skjul	skjul	NC:siun:--:----	_	
11-38	på	på	T-:----:--:----	_	
11-39	,	,	ZD	_	
11-40	at	at	CS:----:--:----	_	
11-41	det	det	PP:s-un:--:-3n-	_	
11-42	synes	syne	VF:----:sp:----	_	
11-43	jeg	jeg	PP:s-nc:--:-1n-	_	
11-44	jo	jo	D-:----:--:u---	_	
11-45	nok	nok	D-:----:--:u---	_	
11-46	at	at	CS:----:--:----	_	
11-47	ministeren	minister	NC:sduc:--:----	_	
11-48	gjorde	gøre	VF:----:ta:----	_	
11-49	en	en	PI:s-uc:--:----	_	
11-50	del	del	NC:siuc:--:----	_	
11-51	ud	ud	D-:----:--:u---	_	
11-52	af	af	T-:----:--:----	_	
11-53	at	at	UI:----:--:----	_	
11-54	gøre	gøre	VI:----:-a:----	_	
11-55	,	,	ZD	_	
11-56	når	når	CS:----:--:----	_	
11-57	det	det	PP:s-un:--:-3n-	_	
11-58	kom	komme	VF:----:ta:----	_	
11-59	til	til	T-:----:--:----	_	
11-60	stykket	stykke	NC:sdun:--:----	stykke_F_når det kommer til stykket	
11-61	.	.	ZP	_	

#id=12
#text=At andelen af unge med seksuelt overførte sygdomme på tilsvarende måde er stigende, er formodentlig _ jeg siger formodentlig _ et langt stykke hen ad vejen en anden side af samme problemstilling.
12-1	At	at	CS:----:--:----	_	
12-2	andelen	andel	NC:sduc:--:----	_	
12-3	af	af	T-:----:--:----	_	
12-4	unge	unge	NC:siuc:--:----	_	
12-5	med	med	T-:----:--:----	_	
12-6	seksuelt	seksuel	AD:----:--:p---	_	
12-7	overførte	overføre	VP:p#u#:t-:----	_	
12-8	sygdomme	sygdom	NC:piu#:--:----	_	
12-9	på	på	T-:----:--:----	_	
12-10	tilsvarende	tilsvarende	AC:§§u§:--:p---	_	
12-11	måde	måde	NC:siuc:--:----	_	
12-12	er	være	VF:----:sa:----	_	
12-13	stigende	stige	VP:##u#:s-:----	_	
12-14	,	,	ZD	_	
12-15	er	være	VF:----:sa:----	_	
12-16	formodentlig	formodentlig	AD:----:--:p---	_	
12-17	_	_	NC:piu#:--:----	_	
12-18	jeg	jeg	NC:siun:--:----	_	
12-19	siger	sige	VF:----:sa:----	_	
12-20	formodentlig	formodentlig	AD:----:--:p---	_	
12-21	_	_	NC:piu#:--:----	_	
12-22	et	en	PI:s-un:--:----	_	
12-23	langt	lang	AC:siun:--:p---	_	
12-24	stykke	stykke	NC:siun:--:----	stykke_F_et langt stykke (af vejen)/et langt stykke hen ad vejen	
12-25	hen	hen	D-:----:--:u---	_	
12-26	ad	ad	T-:----:--:----	_	
12-27	vejen	vej	NC:sduc:--:----	_	
12-28	en	en	PI:s-uc:--:----	_	
12-29	anden	anden	PI:s-uc:--:----	_	
12-30	side	side	NC:siuc:--:----	_	
12-31	af	af	T-:----:--:----	_	
12-32	samme	samme	AC:§§u§:--:p---	_	
12-33	problemstilling	problemstilling	NC:siuc:--:----	_	
12-34	.	.	ZP	_	

#id=13
#text= Man terroriseres af Taleban, og derfor tror jeg, at de der 90 pct. er glade for, at vi er der, og 42 pct. føler altså også, at de har større tillid til fremtiden end før, mens kun et stykke under 40 pct. har en mere negativ opfattelse.
13-1	Man	man	PI:#-uc:--:----	_	
13-2	terroriseres	terrorisere	VF:----:sp:----	_	
13-3	af	af	T-:----:--:----	_	
13-4	Taleban	Taleban	NP:siu#:--:----	_	
13-5	,	,	ZD	_	
13-6	og	og	CC:----:--:----	_	
13-7	derfor	derfor	D-:----:--:u---	_	
13-8	tror	tro	VF:----:sa:----	_	
13-9	jeg	jeg	PP:s-nc:--:-1n-	_	
13-10	,	,	ZD	_	
13-11	at	at	CS:----:--:----	_	
13-12	de	de	PP:p-n#:--:-3n-	_	
13-13	der	der	US:----:--:----	_	
13-14	90	90	LC:--u-:--:----	_	
13-15	pct	procent	NC:piu#:--:----	_	
13-16	.	.	ZP	_	
13-17	er	være	VF:----:sa:----	_	
13-18	glade	glad	AC:p#u#:--:p---	_	
13-19	for	for	T-:----:--:----	_	
13-20	,	,	ZD	_	
13-21	at	at	CS:----:--:----	_	
13-22	vi	vi	PP:p-nc:--:-1n-	_	
13-23	er	være	VF:----:sa:----	_	
13-24	der	der	D-:----:--:u---	_	
13-25	,	,	ZD	_	
13-26	og	og	CC:----:--:----	_	
13-27	42	42	LC:--u-:--:----	_	
13-28	pct	procent	NC:piu#:--:----	_	
13-29	.	.	ZP	_	
13-30	føler	føle	VF:----:sa:----	_	
13-31	altså	altså	D-:----:--:u---	_	
13-32	også	også	D-:----:--:u---	_	
13-33	,	,	ZD	_	
13-34	at	at	CS:----:--:----	_	
13-35	de	de	PP:p-n#:--:-3n-	_	
13-36	har	have	VF:----:sa:----	_	
13-37	større	stor	AC:##u#:--:c---	_	
13-38	tillid	tillid	NC:siuc:--:----	_	
13-39	til	til	T-:----:--:----	_	
13-40	fremtiden	fremtid	NC:sduc:--:----	_	
13-41	end	end	D-:----:--:u---	_	
13-42	før	før	D-:----:--:u---	_	
13-43	,	,	ZD	_	
13-44	mens	mens	CS:----:--:----	_	
13-45	kun	kun	D-:----:--:u---	_	
13-46	et	en	PI:s-un:--:----	_	
13-47	stykke	stykke	NC:siun:--:----	stykke_3	
13-48	under	under	T-:----:--:----	_	
13-49	40	40	LC:--u-:--:----	_	
13-50	pct	procent	NC:piu#:--:----	_	
13-51	.	.	ZP	_	
13-52	har	have	VF:----:sa:----	_	
13-53	en	en	PI:s-uc:--:----	_	
13-54	mere	megen	AD:----:--:c---	_	
13-55	negativ	negativ	AC:siuc:--:p---	_	
13-56	opfattelse	opfattelse	NC:siuc:--:----	_	
13-57	.	.	ZP	_	

#id=14
#text=Forslagsstillerne har jo forsøgt på at konkretisere, hvad det er, de mener,  og jeg har allerede problematiseret et af stykkerne og sagt, at allerede der er der jo nærmest ingen grænser for, hvad der kan blive opfattet som værende chikane, og at man altså, uden at man overhovedet ved det, uden at man har fået et tilhold, uden at man har fået en advarsel, uden noget som helst og  som lyn fra en klar himmel pludselig står til 2 års fængsel.
14-1	Forslagsstillerne	forslagsstiller	NC:pdu#:--:----	_	
14-2	har	have	VF:----:sa:----	_	
14-3	jo	jo	D-:----:--:u---	_	
14-4	forsøgt	forsøge	VT:siu#:t-:----	_	
14-5	på	på	T-:----:--:----	_	
14-6	at	at	UI:----:--:----	_	
14-7	konkretisere	konkretisere	VI:----:-a:----	_	
14-8	,	,	ZD	_	
14-9	hvad	hvad	PR:s-u#:--:----	_	
14-10	det	det	PP:s-un:--:-3n-	_	
14-11	er	være	VF:----:sa:----	_	
14-12	,	,	ZD	_	
14-13	de	de	PP:p-n#:--:-3n-	_	
14-14	mener	mene	VF:----:sa:----	_	
14-15	,	,	ZD	_	
14-16	og	og	CC:----:--:----	_	
14-17	jeg	jeg	PP:s-nc:--:-1n-	_	
14-18	har	have	VF:----:sa:----	_	
14-19	allerede	allerede	D-:----:--:u---	_	
14-20	problematiseret	problematisere	VT:siu#:t-:----	_	
14-21	et	en	PI:s-un:--:----	_	
14-22	af	af	T-:----:--:----	_	
14-23	stykkerne	stykke	NC:pdu#:--:----	stykke_4	
14-24	og	og	CC:----:--:----	_	
14-25	sagt	sige	VT:siu#:t-:----	_	
14-26	,	,	ZD	_	
14-27	at	at	CS:----:--:----	_	
14-28	allerede	allerede	D-:----:--:u---	_	
14-29	der	der	US:----:--:----	_	
14-30	er	være	VF:----:sa:----	_	
14-31	der	der	US:----:--:----	_	
14-32	jo	jo	D-:----:--:u---	_	
14-33	nærmest	nær	AD:----:--:s---	_	
14-34	ingen	ingen	PI:s-uc:--:----	_	
14-35	grænser	grænse	NC:piu#:--:----	_	
14-36	for	for	T-:----:--:----	_	
14-37	,	,	ZD	_	
14-38	hvad	hvad	PR:s-u#:--:----	_	
14-39	der	der	US:----:--:----	_	
14-40	kan	kunne	VF:----:sa:----	_	
14-41	blive	blive	VI:----:-a:----	_	
14-42	opfattet	opfatte	VT:siu#:t-:----	_	
14-43	som	som	US:----:--:----	_	
14-44	værende	være	VP:##u#:s-:----	_	
14-45	chikane	chikane	NC:siuc:--:----	_	
14-46	,	,	ZD	_	
14-47	og	og	CC:----:--:----	_	
14-48	at	at	CS:----:--:----	_	
14-49	man	man	PI:#-uc:--:----	_	
14-50	altså	altså	D-:----:--:u---	_	
14-51	,	,	ZD	_	
14-52	uden	uden	D-:----:--:u---	_	
14-53	at	at	CS:----:--:----	_	
14-54	man	man	PI:#-uc:--:----	_	
14-55	overhovedet	overhovedet	D-:----:--:u---	_	
14-56	ved	vide	VF:----:sa:----	_	
14-57	det	det	PP:s-un:--:-3n-	_	
14-58	,	,	ZD	_	
14-59	uden	uden	D-:----:--:u---	_	
14-60	at	at	CS:----:--:----	_	
14-61	man	man	PI:#-uc:--:----	_	
14-62	har	have	VF:----:sa:----	_	
14-63	fået	få	VT:siu#:t-:----	_	
14-64	et	en	PI:s-un:--:----	_	
14-65	tilhold	tilhold	NC:siun:--:----	_	
14-66	,	,	ZD	_	
14-67	uden	uden	D-:----:--:u---	_	
14-68	at	at	CS:----:--:----	_	
14-69	man	man	PI:#-uc:--:----	_	
14-70	har	have	VF:----:sa:----	_	
14-71	fået	få	VT:siu#:t-:----	_	
14-72	en	en	PI:s-uc:--:----	_	
14-73	advarsel	advarsel	NC:siuc:--:----	_	
14-74	,	,	ZD	_	
14-75	uden	uden	T-:----:--:----	_	
14-76	noget	nogen	PI:s-un:--:----	_	
14-77	som	som	US:----:--:----	_	
14-78	helst	helst	D-:----:--:u---	_	
14-79	og	og	CC:----:--:----	_	
14-80	som	som	US:----:--:----	_	
14-81	lyn	lyn	NC:siun:--:----	_	
14-82	fra	fra	T-:----:--:----	_	
14-83	en	en	PI:s-uc:--:----	_	
14-84	klar	klar	AC:siuc:--:p---	_	
14-85	himmel	himmel	NC:siuc:--:----	_	
14-86	pludselig	pludselig	D-:----:--:u---	_	
14-87	står	stå	VF:----:sa:----	_	
14-88	til	til	T-:----:--:----	_	
14-89	2	2	LC:--u-:--:----	_	
14-90	års	år	NC:pig#:--:----	_	
14-91	fængsel	fængsel	NC:siun:--:----	_	
14-92	.	.	ZP	_	

#id=15
