
#id=1
#text=Det har jeg læst... troede bare der var en ny grund til det måske...
#text=Som du selv er inde på stammer læserposten i One Piece  fra originalen.
20-1	Som	
20-2	du	
20-3	selv	
20-4	er	
20-5	inde	
20-6	på	
20-7	stammer	
20-8	læserposten	
20-9	i	
20-10	One	
20-11	Piece	
20-12	fra	
20-13	originalen	
20-14	.	

#id=21
#text=Der er ik' noget spændene ved at side ved at hente alle siderne til manga'erne synes  jeg ik, så derfor er jeg i mod at man henter det fra nettet!
21-1	Der	
21-2	er	
21-3	ik	
21-4	'	
21-5	noget	
21-6	spændene	
21-7	ved	
21-8	at	
21-9	side	
21-10	ved	
21-11	at	
21-12	hente	
21-13	alle	
21-14	siderne	
21-15	til	
21-16	manga	
21-17	'	
21-18	erne	
21-19	synes	
21-20	jeg	
21-21	ik	
21-22	,	
21-23	så	
21-24	derfor	
21-25	er	
21-26	jeg	
21-27	i	
21-28	mod	
21-29	at	
21-30	man	
21-31	henter	
21-32	det	
21-33	fra	
21-34	nettet	
21-35	!	

#id=22
#text=Den tråd er efterhånden kommet til at omhandle anbefalinger og anmodninger om dem.
22-1	Den	
22-2	tråd	
22-3	er	
22-4	efterhånden	
22-5	kommet	
22-6	til	
22-7	at	
22-8	omhandle	
22-9	anbefalinger	
22-10	og	
22-11	anmodninger	
22-12	om	
22-13	dem	
22-14	.	

#id=23
#text=Hvordan kan man komme ind og lægge stemme til en Animé som skal oversættes til dansk?
23-1	Hvordan	
23-2	kan	
23-3	man	
23-4	komme	
23-5	ind	
23-6	og	
23-7	lægge	
23-8	stemme	
23-9	til	
23-10	en	
23-11	Animé	
23-12	som	
23-13	skal	
23-14	oversættes	
23-15	til	
23-16	dansk	
23-17	?	

#id=24
#text=Han tager sit arbejde meget seriøst, men føler at han hans liv står stille.
24-1	Han	
24-2	tager	
24-3	sit	
24-4	arbejde	
24-5	meget	
24-6	seriøst	
24-7	,	
24-8	men	
24-9	føler	
24-10	at	
24-11	han	
24-12	hans	
24-13	liv	
24-14	står	
24-15	stille	
24-16	.	

#id=25
#text=Min veninde var inde på at det snart skulle ske, men jeg er nu ikke helt sikker.
25-1	Min	
25-2	veninde	
25-3	var	
25-4	inde	
25-5	på	
25-6	at	
25-7	det	
25-8	snart	
25-9	skulle	
25-10	ske	
25-11	,	
25-12	men	
25-13	jeg	
25-14	er	
25-15	nu	
25-16	ikke	
25-17	helt	
25-18	sikker	
25-19	.	

#id=26
#text=Venter mindst et år, så jeg kan spare nogle penge.
26-1	Venter	
26-2	mindst	
26-3	et	
26-4	år	
26-5	,	
26-6	så	
26-7	jeg	
26-8	kan	
26-9	spare	
26-10	nogle	
26-11	penge	
26-12	.	

#id=27
#text=Dener carlsen sluppet rigtigt godt fra den er meget bedre end den engelske udgave efter min mening, det er nu dejligt med lidt kvalitets manga i Danmark.
27-1	Den	
27-2	er	
27-3	carlsen	
27-4	sluppet	
27-5	rigtigt	
27-6	godt	
27-7	fra	
27-8	den	
27-9	er	
27-10	meget	
27-11	bedre	
27-12	end	
27-13	den	
27-14	engelske	
27-15	udgave	
27-16	efter	
27-17	min	
27-18	mening	
27-19	,	
27-20	det	
27-21	er	
27-22	nu	
27-23	dejligt	
27-24	med	
27-25	lidt	
27-26	kvalitets	
27-27	manga	
27-28	i	
27-29	Danmark	
27-30	.	

#id=28
#text=Erder nogen  som ved om Samurai Deeper Kyo er god som Animé?
28-1	Er	
28-2	der	
28-3	nogen	
28-4	som	
28-5	ved	
28-6	om	
28-7	Samurai	
28-8	Deeper	
28-9	Kyo	
28-10	er	
28-11	god	
28-12	som	
28-13	Animé	
28-14	?	

#id=29
#text=Hvorkan man købe Love Hina? :?:
29-1	Hvor	
29-2	kan	
29-3	man	
29-4	købe	
29-5	Love	
29-6	Hina	
29-7	?	
29-8	:	
29-9	?	
29-10	:	

#id=30
#text=I Japan...
30-1	I	
30-2	Japan	
30-3	.	
30-4	.	
30-5	.	

#id=31
#text=Han bruger feje tricks!" Syntes godt nok også at silver er en værrer omgang crapolia (men det fint hvis i kan lide den :D )
31-1	Han	
31-2	bruger	
31-3	feje	
31-4	tricks	
31-5	!	
31-6	"	
31-7	Syntes	
31-8	godt	
31-9	nok	
31-10	også	
31-11	at	
31-12	silver	
31-13	er	
31-14	en	
31-15	værrer	
31-16	omgang	
31-17	crapolia	
31-18	(	
31-19	men	
31-20	det	
31-21	fint	
31-22	hvis	
31-23	i	
31-24	kan	
31-25	lide	
31-26	den	
31-27	:	
31-28	D	
31-29	)	

#id=32
#text=This is exactly what I was told by my contact: "The Dragon Ball Z movie?
32-1	This	
32-2	is	
32-3	exactly	
32-4	what	
32-5	I	
32-6	was	
32-7	told	
32-8	by	
32-9	my	
32-10	contact	
32-11	:	
