# newdoc id = se_og_hoer-5.tsv
# sent_id = 1
# text =  Ellers respekterer vi hinandens privatliv- vi banker også på, når vi besøger hinanden, siger Bodil.
26	hjemmefra	hjemmefra	ADV		verb.PARTICLE
27	.	.	PUNCT		

# newdoc id = se_og_hoer-5.tsv
# sent_id = 10
# text =  Hovedpræmievinderen løber eksempelvis med et ophold i Lalandia i Rødby eller Billund for fire personer ( se den fulde præmieliste i boksen her på siden).
1	Hovedpræmievinderen	hovedpræmievind	NOUN		noun.person
2	løber	løbe	VERB		verb.motion
3	eksempelvis	eksempelvis	ADV		
4	med	med	ADP		
5	et	en	DET		
6	ophold	ophold	NOUN		noun.time
7	i	i	ADP		
8	Lalandia	lalandia	PROPN		noun.location
9	i	i	ADP		
10	Rødby	rødby	PROPN		noun.location
11	eller	eller	CCONJ		
12	Billund	billund	PROPN		noun.location
13	for	for	ADP		
14	fire	fire	ADJ		
15	personer	person	NOUN		noun.person
16	(	(	PUNCT		
17	se	se	VERB		verb.perception
18	den	den	DET		
19	fulde	fuld	ADJ		adj.all
20	præmieliste	præmieliste	NOUN		noun.communication
21	i	i	ADP		
22	boksen	boks	NOUN		noun.container
23	her	her	ADV		
24	på	på	ADP		
25	siden	siden	ADV		noun.communication
26	)	)	PUNCT		
27	.	.	PUNCT		

# newdoc id = se_og_hoer-5.tsv
# sent_id = 11
# text =  Sammen med komikeren og radioværten Jacob Wilson ( t.
1	Sammen	sammen	ADV		
2	med	med	ADP		
3	komikeren	komiker	NOUN		noun.person
4	og	og	CCONJ		
5	radioværten	radiovært	NOUN		noun.person
6	Jacob	jacob	PROPN		noun.person
7	Wilson	wilson	PROPN		noun.person
8	(	(	PUNCT		
9	t	t	NOUN		
10	.	.	PUNCT		

# newdoc id = se_og_hoer-5.tsv
# sent_id = 12
# text =  Daniell selv gør sig også som skuespiller og instruktør.
1	Daniell	daniel	VERB		noun.person
2	selv	selv	PRON		
3	gør	gøre	VERB		verb.act
4	sig	sig	PRON		verb.REFLPRON
5	også	også	ADV		
6	som	som	ADP		
7	skuespiller	skuespiller	NOUN		noun.person
8	og	og	CCONJ		
9	instruktør	instruktør	NOUN		noun.person
10	.	.	PUNCT		

# newdoc id = se_og_hoer-5.tsv
# sent_id = 13
# text = " Vild med dans"- værten var netop kommet hjem fra shopping i New York, da hun mødte op for at læse højt af venindens digte.
1	"	"	PUNCT		noun.person
2	Vild	vild	PRON		noun.person
3	med	med	ADP		noun.person
4	dans	dans	NOUN		noun.person
5	"	"	PUNCT		noun.person
6	-	-	PUNCT		noun.person
7	værten	vært	NOUN		noun.person
8	var	være	AUX		
9	netop	netop	ADV		
10	kommet	komme	VERB		verb.motion
11	hjem	hjem	ADV		verb.PARTICLE
12	fra	fra	ADP		
13	shopping	shopping	NOUN		noun.act
14	i	i	ADP		
15	New	new	PROPN		noun.location
16	York	york	PROPN		noun.location
17	,	,	PUNCT		
18	da	da	SCONJ		
19	hun	hun	PRON		
20	mødte	møde	VERB		verb.motion
21	op	op	ADV		verb.PARTICLE
22	for	for	ADP		
23	at	at	PART		
24	læse	læse	VERB		verb.act
25	højt	høj	ADV		verb.PARTICLE
26	af	af	ADP		
27	venindens	veninde	DET		noun.person
28	digte	digt	NOUN		noun.communication
29	.	.	PUNCT		

# newdoc id = se_og_hoer-5.tsv
# sent_id = 14
# text =  Anders har da også alle kvali- fikationer til at gøre jobbet godt.
1	Anders	anders	PROPN		noun.person
2	har	have	AUX		verb.possession
3	da	da	ADV		
4	også	også	ADV		
5	alle	al	ADJ		
6	kvali	kvali	NOUN		noun.attribute
7	-	-	PUNCT		noun.attribute
8	fikationer	fikation	NOUN		noun.attribute
9	til	til	ADP		
10	at	at	PART		
11	gøre	gøre	VERB		verb.act
12	jobbet	job	NOUN		noun.act
13	godt	godte	ADV		
14	.	.	PUNCT		

# newdoc id = se_og_hoer-5.tsv
# sent_id = 15
# text =  Og endda spist hashkager uden at ane det.
1	Og	og	CCONJ		
2	endda	endda	ADV		
3	spist	spise	VERB		verb.consumption
4	hashkager	hashkag	NOUN		noun.food
5	uden	uden	ADP		
6	at	at	PART		
7	ane	ane	VERB		verb.cognition
8	det	det	PRON		
9	.	.	PUNCT		

# newdoc id = se_og_hoer-5.tsv
# sent_id = 16
# text =  Dermed kan de mange passagerer, som snuder. de regner med at flysydover, komme i pas- passende stemning allerede ved afgang.
1	Dermed	dermed	ADV		
2	kan	kunne	AUX		
3	de	den	DET		
4	mange	mangen	ADJ		
5	passagerer	passager	NOUN		noun.person
6	,	,	PUNCT		
7	som	som	ADP		
8	snuder	snude	NOUN		noun.body
9	.	.	PUNCT		
10	de	den	PRON		
11	regner	regne	VERB		verb.cognition
12	med	med	ADP		
13	at	at	PART		
14	flysydover	flysydov	VERB		noun.vehicle
15	,	,	PUNCT		
16	komme	komme	VERB		verb.change
17	i	i	ADP		
18	pas	pas	NOUN		adj.all
19	-	-	PUNCT		adj.all
20	passende	passende	ADJ		adj.all
21	stemning	stemning	NOUN		noun.feeling
22	allerede	allerede	ADV		
23	ved	ved	ADP		
24	afgang	afgang	NOUN		noun.event
25	.	.	PUNCT		

# newdoc id = se_og_hoer-5.tsv
# sent_id = 17
# text =  Det gik ikke helt som planlagt, men bilen blev dog solidt og lovligt parkeret.
1	Det	det	PRON		
2	gik	gå	VERB		verb.stative
3	ikke	ikke	ADV		
4	helt	helt	ADV		
5	som	som	ADP		
6	planlagt	planlægge	VERB		verb.cognition
7	,	,	PUNCT		
8	men	men	CCONJ		
9	bilen	bil	NOUN		noun.vehicle
10	blev	blive	AUX		
11	dog	dog	ADV		
12	solidt	solid	ADJ		
13	og	og	CCONJ		
14	lovligt	lovlig	ADV		
15	parkeret	parkere	VERB		verb.motion
16	.	.	PUNCT		

# newdoc id = se_og_hoer-5.tsv
# sent_id = 18
# text =  AVIEMORE:
1	AVIEMORE	aviemor	NOUN		
2	:	:	PUNCT		

# newdoc id = se_og_hoer-5.tsv
# sent_id = 19
# text =  Sangeren, TV- værten, radiodebattøren, klummeskriveren og forfatteren vil arbejde for socialt udsatte grønlandske børn, rekruttering af frivillige til organisationen og førstehjælpskurser i landets skoler og virksomheder.
1	Sangeren	sanger	NOUN		noun.person
2	,	,	PUNCT		
3	TV	tv	PROPN		noun.person
4	-	-	PUNCT		noun.person
5	værten	vært	NOUN		noun.person|noun.person
6	,	,	PUNCT		
7	radiodebattøren	radiodebattør	NOUN		noun.person
8	,	,	PUNCT		
9	klummeskriveren	klummeskriv	NOUN		noun.person
10	og	og	CCONJ		
11	forfatteren	forfatter	NOUN		noun.person
12	vil	ville	AUX		
13	arbejde	arbejde	VERB		verb.act
14	for	for	ADP		
15	socialt	social	ADV		
16	udsatte	udsætte	VERB		adj.all
17	grønlandske	grønlandsk	ADJ		adj.social
18	børn	barn	NOUN		noun.person
19	,	,	PUNCT		
20	rekruttering	rekruttering	NOUN		noun.act
21	af	af	ADP		
22	frivillige	frivillig	ADJ		noun.person
23	til	til	ADP		
24	organisationen	organisation	NOUN		noun.institution
25	og	og	CCONJ		
26	førstehjælpskurser	førstehjælpskursus	NOUN		noun.event
27	i	i	ADP		
28	landets	land	NOUN		noun.location
29	skoler	skole	NOUN		noun.institution
30	og	og	CCONJ		
31	virksomheder	virksomhed	NOUN		noun.institution
32	.	.	PUNCT		

# newdoc id = se_og_hoer-5.tsv
# sent_id = 20
# text =  Frække Amalie Szigethy fra" Paradise Hotel" var så spændt på at se den nye vampyrfilm, at hun gav sin navnesøster og bedste veninde en spontan tungeslasker.
1	Frække	fræk	ADJ		adj.all
2	Amalie	amalie	PROPN		noun.person
3	Szigethy	szigethy	PROPN		noun.person
4	fra	fra	ADP		
5	"	"	PUNCT		
6	Paradise	paradis	ADJ		noun.communication
7	Hotel	hotel	NOUN		noun.communication
8	"	"	PUNCT		
9	var	være	AUX		verb.stative
10	så	så	ADV		
11	spændt	spænde	ADJ		adj.mental
12	på	på	ADP		
13	at	at	PART		
14	se	se	VERB		verb.perception
15	den	den	DET		
16	nye	ny	ADJ		adj.time
17	vampyrfilm	vampyrfilm	NOUN		noun.communication
18	,	,	PUNCT		
19	at	at	SCONJ		
20	hun	hun	PRON		
21	gav	give	VERB		verb.possession
22	sin	sin	DET		
23	navnesøster	navnesøster	NOUN		noun.person
24	og	og	CCONJ		
25	bedste	god	ADJ		adj.all
26	veninde	veninde	NOUN		noun.person
27	en	en	DET		
28	spontan	spontan	ADJ		adj.time
29	tungeslasker	tungeslask	NOUN		noun.act
30	.	.	PUNCT		

# newdoc id = se_og_hoer-5.tsv
# sent_id = 21
# text =  ESSEX:
1	ESSEX	essex	NOUN		
2	:	:	PUNCT		

# newdoc id = se_og_hoer-5.tsv
# sent_id = 22
# text =  Derfor var nogle af de gamle kolleger da også inviteret med, da Ian Ziering blev gift med sin sygeplejerske, Erin Kristine Ludwig.
1	Derfor	derfor	ADV		
2	var	være	AUX		verb.stative
3	nogle	nogen	PRON		
4	af	af	ADP		
5	de	den	DET		
6	gamle	gammel	ADJ		adj.time
7	kolleger	kolleg	NOUN		noun.person
8	da	da	ADV		
9	også	også	ADV		
10	inviteret	invitere	VERB		verb.act
11	med	med	ADP		
12	,	,	PUNCT		
13	da	da	SCONJ		
14	Ian	ian	PROPN		noun.person
15	Ziering	ziering	PROPN		noun.person
16	blev	blive	AUX		verb.stative
17	gift	gift	ADJ		adj.social
18	med	med	ADP		
19	sin	sin	DET		
20	sygeplejerske	sygeplejerske	NOUN		noun.person
21	,	,	PUNCT		
22	Erin	erin	PROPN		noun.person
23	Kristine	kristine	PROPN		noun.person
24	Ludwig	ludwig	PROPN		noun.person
25	.	.	PUNCT		

# newdoc id = se_og_hoer-5.tsv
# sent_id = 23
# text =  Men jeg vil være 100 procent mor.
1	Men	men	CCONJ		
2	jeg	jeg	PRON		
3	vil	ville	AUX		
4	være	være	VERB		verb.stative
5	100	100	NUM		
6	procent	procent	NOUN		noun.quantity
7	mor	mor	NOUN		noun.person
8	.	.	PUNCT		

# newdoc id = se_og_hoer-5.tsv
# sent_id = 24
# text = - bestøvlet festabe, er blevet medlem af bestyrelsen for investeringsfirmaet Bridgewater Investment Company A/ S.
1	-	-	PUNCT		
2	bestøvlet	bestøvlet	VERB		adj.phys
3	festabe	festab	NOUN		noun.person
4	,	,	PUNCT		
5	er	være	AUX		
6	blevet	blive	AUX		verb.stative
7	medlem	medlem	NOUN		noun.person
8	af	af	ADP		
9	bestyrelsen	bestyrelse	NOUN		noun.person
10	for	for	ADP		
11	investeringsfirmaet	investeringsfirma	NOUN		noun.institution
12	Bridgewater	bridgewater	PROPN		noun.institution
13	Investment	investment	PROPN		noun.institution
14	Company	company	PROPN		noun.institution
15	A	a	PROPN		noun.institution
16	/	/	PUNCT		
17	S	s	PROPN		
18	.	.	PUNCT		

# newdoc id = se_og_hoer-5.tsv
# sent_id = 25
# text =  Jeg er overrasket over min form, selv om jeg ikke har bokset i mange år.
1	Jeg	jeg	PRON		
2	er	være	AUX		verb.stative
3	overrasket	overraske	VERB		adj.mental
4	over	over	ADP		
5	min	min	DET		
6	form	form	NOUN		noun.attribute
7	,	,	PUNCT		
8	selv	selv	ADV		
9	om	om	ADP		
10	jeg	jeg	PRON		
11	ikke	ikke	ADV		
12	har	have	AUX		
13	bokset	bokse	VERB		verb.act
14	i	i	ADP		
15	mange	mangen	ADJ		
16	år	år	NOUN		noun.time
17	.	.	PUNCT		

# newdoc id = se_og_hoer-5.tsv
# sent_id = 26
# text =  Gruppen nåede at fange taxaen, inden den smuttede, men chaufføren forlangte nu 300 kr. for at udlevere telefonen.
1	Gruppen	gruppe	NOUN		noun.person
2	nåede	nå	VERB		verb.act
3	at	at	PART		
4	fange	fange	VERB		verb.act
5	taxaen	taxa	NOUN		noun.vehicle
6	,	,	PUNCT		
7	inden	inden	SCONJ		
8	den	den	PRON		
9	smuttede	smutte	VERB		verb.motion
10	,	,	PUNCT		
11	men	men	CCONJ		
12	chaufføren	chauffør	NOUN		noun.person
13	forlangte	forlange	VERB		verb.communication
14	nu	nu	ADV		
15	300	300	NUM		
16	kr	kr	NOUN		
17	.	.	PUNCT		
18	for	for	ADP		
19	at	at	PART		
20	udlevere	udlevere	VERB		verb.possession
21	telefonen	telefon	NOUN		noun.artifact
22	.	.	PUNCT		

# newdoc id = se_og_hoer-5.tsv
# sent_id = 27
# text =  Og det fik Justin til at indse, at noget måtte ændres.
1	Og	og	CCONJ		
2	det	det	PRON		
3	fik	få	VERB		
4	Justin	justin	PROPN		noun.person
5	til	til	ADP		
6	at	at	PART		
7	indse	indse	VERB		verb.cognition
8	,	,	PUNCT		
9	at	at	SCONJ		
10	noget	nogen	PRON		
11	måtte	måtte	AUX		
12	ændres	ændre	VERB		verb.change
13	.	.	PUNCT		

# newdoc id = se_og_hoer-5.tsv
# sent_id = 28
# text = - frisk pokerhaj og skuespiller, er taget på ferie med kæresten Pernille og sine forældre til Hurghada i Ægypten.
1	-	-	PUNCT		
2	frisk	frisk	ADJ		adj.mental
3	pokerhaj	pokerhaj	NOUN		noun.person
4	og	og	CCONJ		
5	skuespiller	skuespiller	NOUN		noun.person
6	,	,	PUNCT		
7	er	være	AUX		
8	taget	tage	VERB		verb.motion
9	på	på	ADP		verb.COLL
10	ferie	ferie	NOUN		verb.COLL
11	med	med	ADP		
12	kæresten	kæreste	NOUN		noun.person
13	Pernille	pernille	PROPN		noun.person
14	og	og	CCONJ		
15	sine	sin	DET		
16	forældre	forældre	NOUN		noun.person
17	til	til	ADP		
18	Hurghada	hurghada	PROPN		noun.location
19	i	i	ADP		
20	Ægypten	ægypten	PROPN		noun.location
21	.	.	PUNCT		

# newdoc id = se_og_hoer-5.tsv
# sent_id = 29
# text =  Mandag:
1	Mandag	mandag	NOUN		noun.time
2	:	:	PUNCT		

# newdoc id = se_og_hoer-5.tsv
# sent_id = 30
# text =  Egentlig kan flodheste være lidt faretruende, men denne er åbenbart noget af en linselus.
1	Egentlig	egentlig	ADV		
2	kan	kunne	AUX		
3	flodheste	flodhest	ADJ		noun.animal
4	være	være	AUX		verb.stative
5	lidt	lidt	ADV		
6	faretruende	faretruende	ADJ		adj.all
7	,	,	PUNCT		
8	men	men	CCONJ		
9	denne	denne	PRON		
10	er	være	AUX		verb.stative
11	åbenbart	åbenbar	ADV		
12	noget	nogen	PRON		
13	af	af	ADP		
14	en	en	DET		
15	linselus	linselus	NOUN		noun.person
16	.	.	PUNCT		

# newdoc id = se_og_hoer-5.tsv
# sent_id = 31
# text =  Til at begynde med så stjernens 32- årige stjernepartner ellers ud til at more sig over hendes livlige eskapader.
1	Til	til	ADP		
2	at	at	PART		
3	begynde	begynde	VERB		verb.aspectual
4	med	med	ADP		
5	så	så	ADJ		
6	stjernens	stjerne	NOUN		noun.person
7	32	32	NUM		adj.time
8	-	-	PUNCT		adj.time
9	årige	årig	ADJ		adj.time
10	stjernepartner	stjernepartn	NOUN		noun.person
11	ellers	ellers	ADV		
12	ud	ud	ADV		
13	til	til	ADP		
14	at	at	PART		
15	more	more	VERB		verb.emotion
16	sig	sig	PRON		verb.REFLPRON
17	over	over	ADP		
18	hendes	hendes	DET		
19	livlige	livlig	ADJ		adj.all
20	eskapader	eskapade	NOUN		noun.act
21	.	.	PUNCT		

# newdoc id = se_og_hoer-5.tsv
# sent_id = 32
# text = - tidligere grandprix- sangerinde, har k noklet i fitnesscenteret efter fødslen af lille Savanna for blot ni måneder siden.
1	-	-	PUNCT		
2	tidligere	tidlig	ADJ		adj.time
3	grandprix	grandprix	NOUN		noun.person
4	-	-	PUNCT		noun.person
5	sangerinde	sangerinde	NOUN		noun.person
6	,	,	PUNCT		
7	har	have	AUX		
8	k	k	VERB		verb.act
9	noklet	nokl	NOUN		verb.act
10	i	i	ADP		
11	fitnesscenteret	fitnesscenter	NOUN		noun.building
12	efter	efter	ADP		
13	fødslen	fødsel	NOUN		verb.act
14	af	af	ADP		
15	lille	lille	ADJ		adj.phys
16	Savanna	savanna	NOUN		noun.person
17	for	for	ADP		
18	blot	blot	ADV		
19	ni	ni	ADJ		
20	måneder	måned	NOUN		noun.time
21	siden	siden	ADV		
22	.	.	PUNCT		

# newdoc id = se_og_hoer-5.tsv
# sent_id = 33
# text =  Det forventes at være på gaden midt i september.
1	Det	det	PRON		
2	forventes	forvente	VERB		verb.cognition
3	at	at	PART		
4	være	være	VERB		verb.stative
5	på	på	ADP		
6	gaden	gade	NOUN		noun.location
7	midt	midt	ADV		
8	i	i	ADP		
9	september	september	NOUN		noun.time
10	.	.	PUNCT		

# newdoc id = se_og_hoer-5.tsv
# sent_id = 34
# text =  Søren Gade kan ikke skjule det længere.
1	Søren	søren	PROPN		noun.person
2	Gade	gade	PROPN		noun.person
3	kan	kunne	AUX		
4	ikke	ikke	ADV		
5	skjule	skjule	VERB		verb.act
6	det	det	PRON		
7	længere	lang	ADV		
8	.	.	PUNCT		

# newdoc id = se_og_hoer-5.tsv
# sent_id = 35
# text =  At 40- årige Søren Pind er faldet for den ambitiøse teknik- og miljørådmand i Århus Kommune, er ikke så sært.
1	At	at	SCONJ		
2	40	40	NUM		adj.time
3	-	-	PUNCT		adj.time
4	årige	årig	ADJ		adj.time
5	Søren	søren	PROPN		noun.person
6	Pind	pind	PROPN		noun.person
7	er	være	AUX		
8	faldet	falde	VERB		verb.emotion
9	for	for	ADP		verb.COLL
10	den	den	DET		
11	ambitiøse	ambitiøs	ADJ		adj.mental
12	teknik	teknik	NOUN		noun.person
13	-	-	PUNCT		noun.person
14	og	og	CCONJ		noun.person
15	miljørådmand	miljørådmand	NOUN		noun.person
16	i	i	ADP		
17	Århus	århus	PROPN		noun.institution
18	Kommune	kommune	NOUN		noun.institution
19	,	,	PUNCT		
20	er	være	AUX		verb.stative
21	ikke	ikke	ADV		
22	så	så	ADV		
23	sært	sær	ADJ		adj.all
24	.	.	PUNCT		

# newdoc id = se_og_hoer-5.tsv
# sent_id = 36
# text =  Vicki og 30- årige Nikolaj kan til maj fejre deres etårs bryllupsdag.
1	Vicki	vicki	PROPN		noun.person
2	og	og	CCONJ		
3	30	30	NUM		adj.time
4	-	-	PUNCT		adj.time
5	årige	årig	ADJ		adj.time
6	Nikolaj	nikolaj	PROPN		noun.person
7	kan	kunne	VERB		
8	til	til	ADP		
9	maj	maj	NOUN		noun.time
10	fejre	fejre	VERB		verb.social
11	deres	deres	DET		
12	etårs	etårs	ADJ		adj.time
13	bryllupsdag	bryllupsdag	NOUN		noun.event
14	.	.	PUNCT		

# newdoc id = se_og_hoer-5.tsv
# sent_id = 37
# text =  Bare Ronja lever.
1	Bare	bare	ADV		
2	Ronja	ronja	PROPN		noun.person
3	lever	levere	VERB		verb.stative
4	.	.	PUNCT		

# newdoc id = se_og_hoer-5.tsv
# sent_id = 38
# text =  De gode intentioner giver en indimellem forceret handling og nogle af og til ret unaturlige replikker, der gør arbejdet svært for skuespillerne.
1	De	den	DET		
2	gode	god	ADJ		adj.all
3	intentioner	intention	NOUN		noun.motive
4	giver	give	VERB		verb.possession
5	en	en	DET		
6	indimellem	indimellem	ADV		
7	forceret	forcere	VERB		adj.mental
8	handling	handling	NOUN		noun.abstract
9	og	og	CCONJ		
10	nogle	nogen	PRON		
11	af	af	ADP		
