 # de.tudarmstadt.ukp.dkpro.core.api.segmentation.type.Lemma | value # de.tudarmstadt.ukp.dkpro.core.api.lexmorph.type.pos.POS | PosValue
#id=1
#text=Det var helt inde ved livsnerven, da granaterne og skuddene ramte Serena Hotel i Afghanistans hovedstad Kabul i januar i år.
4-5	skud	skud	NC:siun:--:----	
4-6	.	.	ZP	

#id=5
#text= Udefra lød et tredje skud, som ramte storebror Khaled i hånden.
5-1	Udefra	udefra	D-:----:--:u---	
5-2	lød	lyde	VF:----:ta:----	
5-3	et	en	PI:s-un:--:----	
5-4	tredje	tre	LO:--u#:--:----	
5-5	skud	skud	NC:siun:--:----	
5-6	,	,	ZD	
5-7	som	som	US:----:--:----	
5-8	ramte	ramme	VF:----:ta:----	
5-9	storebror	storebror	NC:siuc:--:----	
5-10	Khaled	Khaled	NP:siu#:--:----	
5-11	i	i	T-:----:--:----	
5-12	hånden	hånd	NC:sduc:--:----	
5-13	.	.	ZP	

#id=6
#text=- Jeg kan bekræfte, at der har været afgivet skud.
6-1	-	-	NC:piu#:--:----	
6-2	Jeg	jeg	NC:siun:--:----	
6-3	kan	kunne	VF:----:sa:----	
6-4	bekræfte	bekræfte	VI:----:-a:----	
6-5	,	,	ZD	
6-6	at	at	CS:----:--:----	
6-7	der	der	US:----:--:----	
6-8	har	have	VF:----:sa:----	
6-9	været	være	VT:siu#:t-:----	
6-10	afgivet	afgive	VT:siu#:t-:----	
6-11	skud	skud	NC:siun:--:----	
6-12	.	.	ZP	

#id=7
#text=VW's toliters dieselmotor med 140 hk og automatisk gearskifte med dobbeltkobling er det mest præcise skud, Dodge har affyret over Atlanten.
7-1	VW	VW	NP:siu#:--:----	
7-2	'	'	ZA	
7-3	s	s	XY:----:--:----	
7-4	toliters	toliter	NC:sigc:--:----	
7-5	dieselmotor	dieselmotor	NC:siuc:--:----	
7-6	med	med	T-:----:--:----	
7-7	140	140	LC:--u-:--:----	
7-8	hk	hestekraft	NC:piu#:--:----	
7-9	og	og	CC:----:--:----	
7-10	automatisk	automatisk	AC:siu§:--:p---	
7-11	gearskifte	gearskifte	NC:siun:--:----	
7-12	med	med	T-:----:--:----	
7-13	dobbeltkobling	dobbeltkobling	NC:siuc:--:----	
7-14	er	være	VF:----:sa:----	
7-15	det	den	PM:s-un:--:----	
7-16	mest	megen	AD:----:--:s---	
7-17	præcise	præcis	AC:sdu#:--:p---	
7-18	skud	skud	NC:siun:--:----	
7-19	,	,	ZD	
7-20	Dodge	Dodge	NP:siu#:--:----	
7-21	har	have	VF:----:sa:----	
7-22	affyret	affyre	VT:siu#:t-:----	
7-23	over	over	T-:----:--:----	
7-24	Atlanten	Atlanten	NP:siu#:--:----	
7-25	.	.	ZP	

#id=8
#text=De 25 ret løse skud sigter efter Jeppe Kofod, irakisk flerkoneri, sjatpissere med rygeproblemer, meget moderat fundamentalisme, Ruths faderhus-dæmoner, netsex med stor gylp og golf.
8-1	De	den	PM:p-u#:--:----	
8-2	25	25	LC:--u-:--:----	
8-3	ret	ret	D-:----:--:u---	
8-4	løse	løs	AC:p#u#:--:p---	
8-5	skud	skud	NC:piu#:--:----	
8-6	sigter	sigte	NC:piu#:--:----	
8-7	efter	efter	T-:----:--:----	
8-8	Jeppe	Jeppe	NP:siu#:--:----	
8-9	Kofod	Kofod	NP:siu#:--:----	
8-10	,	,	ZD	
8-11	irakisk	irakisk	AC:siu§:--:p---	
8-12	flerkoneri	flerkoneri	NC:siun:--:----	
8-13	,	,	ZD	
8-14	sjatpissere	sjatpissere	XY:----:--:----	
8-15	med	med	T-:----:--:----	
8-16	rygeproblemer	rygeproblem	NC:piu#:--:----	
8-17	,	,	ZD	
8-18	meget	megen	AD:----:--:p---	
8-19	moderat	moderat	AC:siu§:--:p---	
8-20	fundamentalisme	fundamentalisme	NC:siuc:--:----	
8-21	,	,	ZD	
8-22	Ruths	Ruth	NP:sig#:--:----	
8-23	faderhus	faderhus	NC:siun:--:----	
8-24	-	-	NC:piu#:--:----	
8-25	dæmoner	dæmon	NC:piu#:--:----	
8-26	,	,	ZD	
8-27	netsex	netsex	NC:siuc:--:----	
8-28	med	med	T-:----:--:----	
8-29	stor	stor	AC:siuc:--:p---	
8-30	gylp	gylp	NC:siuc:--:----	
8-31	og	og	CC:----:--:----	
8-32	golf	golf	NC:siuc:--:----	
8-33	.	.	ZP	

#id=9
#text=Men der gik forbavsende længe, inden man fandt ud af, at skuddene skulle placeres omkring ørerne på ham.
9-1	Men	men	CC:----:--:----	
9-2	der	der	US:----:--:----	
9-3	gik	gå	VF:----:ta:----	
9-4	forbavsende	forbavse	VP:##u#:s-:----	
9-5	længe	længe	D-:----:--:u---	
9-6	,	,	ZD	
9-7	inden	inden	CS:----:--:----	
9-8	man	man	PI:#-uc:--:----	
9-9	fandt	finde	VF:----:ta:----	
9-10	ud	ud	D-:----:--:u---	
9-11	af	af	T-:----:--:----	
9-12	,	,	ZD	
9-13	at	at	CS:----:--:----	
9-14	skuddene	skud	NC:pdu#:--:----	
9-15	skulle	skulle	VF:----:ta:----	
9-16	placeres	placere	VI:----:-p:----	
9-17	omkring	omkring	T-:----:--:----	
9-18	ørerne	øre	NC:pdu#:--:----	
9-19	på	på	T-:----:--:----	
9-20	ham	n	PP:s-uc:--:-3n-	
9-21	.	.	ZP	

#id=10
#text= Han stod tæt på hunden sammen med sin seksårige søn, da skuddene faldt:
10-1	Han	han	PP:s-nc:--:-3n-	
10-2	stod	stå	VF:----:ta:----	
10-3	tæt	tæt	AD:----:--:p---	
10-4	på	på	T-:----:--:----	
10-5	hunden	hund	NC:sduc:--:----	
10-6	sammen	sammen	D-:----:--:u---	
10-7	med	med	T-:----:--:----	
10-8	sin	sin	PO:s--c:--:-3ys	
10-9	seksårige	seksårig	AC:sdu#:--:p---	
10-10	søn	søn	NC:siuc:--:----	
10-11	,	,	ZD	
10-12	da	da	CS:----:--:----	
10-13	skuddene	skud	NC:pdu#:--:----	
10-14	faldt	falde	VF:----:ta:----	
10-15	:	:	ZP	

#id=11
#text= Det nye skud på pop-stammen.
11-1	Det	den	PM:s-un:--:----	
11-2	nye	ny	AC:sdu#:--:p---	
11-3	skud	skud	NC:siun:--:----	
11-4	på	på	T-:----:--:----	
11-5	pop	pop	NW:----:--:----	
11-6	-	-	ZH	
11-7	stammen	stamme	NC:sduc:--:----	
11-8	.	.	ZP	

#id=12
#text= Først på et hovedstød fra Junior, og i andet forsøg lå han på grønsværen og tog pynten af Juniors forkølede skud.
12-1	Først	først	D-:----:--:u---	
12-2	på	på	T-:----:--:----	
12-3	et	en	PI:s-un:--:----	
12-4	hovedstød	hovedstød	NC:siun:--:----	
12-5	fra	fra	T-:----:--:----	
12-6	Junior	junior	NC:siuc:--:----	
12-7	,	,	ZD	
12-8	og	og	CC:----:--:----	
12-9	i	i	T-:----:--:----	
12-10	andet	anden	PI:s-un:--:----	
12-11	forsøg	forsøg	NC:siun:--:----	
12-12	lå	ligge	VF:----:ta:----	
12-13	han	han	PP:s-nc:--:-3n-	
12-14	på	på	T-:----:--:----	
12-15	grønsværen	grønsvær	NC:sduc:--:----	
12-16	og	og	CC:----:--:----	
12-17	tog	tage	VF:----:ta:----	
12-18	pynten	pynt	NC:sduc:--:----	
12-19	af	af	T-:----:--:----	
12-20	Juniors	Juniors	NP:sig#:--:----	
12-21	forkølede	forkølet	AC:sdu#:--:p---	
12-22	skud	skud	NC:siun:--:----	
12-23	.	.	ZP	

#id=13
#text=Med ham i spidsen har vi et angreb, der har mange skarpe skud i kanonen.
13-1	Med	med	T-:----:--:----	
13-2	ham	han	PP:s-uc:--:-3n-	
13-3	i	i	T-:----:--:----	
13-4	spidsen	spids	NC:sduc:--:----	
13-5	har	have	VF:----:sa:----	
13-6	vi	vi	PP:p-nc:--:-1n-	
13-7	et	en	PI:s-un:--:----	
13-8	angreb	angreb	NC:siun:--:----	
13-9	,	,	ZD	
13-10	der	der	US:----:--:----	
13-11	har	have	VF:----:sa:----	
13-12	mange	mangen	AC:p#u#:--:p---	
13-13	skarpe	skarp	AC:p#u#:--:p---	
13-14	skud	skud	NC:piu#:--:----	
13-15	i	i	T-:----:--:----	
13-16	kanonen	kanon	NC:sduc:--:----	
13-17	.	.	ZP	

#id=14
#text= Og derfor fik jeg vel også god plads til mine skud, påpegede Line Jørgensen.
14-1	Og	og	CC:----:--:----	
14-2	derfor	derfor	D-:----:--:u---	
14-3	fik	få	VF:----:ta:----	
14-4	jeg	jeg	PP:s-nc:--:-1n-	
14-5	vel	vel	D-:----:--:u---	
14-6	også	også	D-:----:--:u---	
14-7	god	god	AC:siuc:--:p---	
14-8	plads	plads	NC:siuc:--:----	
14-9	til	til	T-:----:--:----	
14-10	mine	min	PO:p--#:--:-1ns	
14-11	skud	skud	NC:piu#:--:----	
14-12	,	,	ZD	
14-13	påpegede	påpege	VF:----:ta:----	
14-14	Line	Line	NP:siu#:--:----	
14-15	Jørgensen	Jørgensen	NP:siu#:--:----	
14-16	.	.	ZP	

#id=15
#text= Portugiserne havde 16 skud i alt mod mål - tyrkerne kun 6.
15-1	Portugiserne	portugiser	NC:pdu#:--:----	
15-2	havde	have	VF:----:ta:----	
15-3	16	16	LC:--u-:--:----	
15-4	skud	skud	NC:piu#:--:----	
15-5	i	i	T-:----:--:----	
15-6	alt	al	PI:s-un:--:----	
15-7	mod	mod	T-:----:--:----	
15-8	mål	mål	NW:----:--:----	
15-9	-	-	ZH	
15-10	tyrkerne	tyrker	NC:pdu#:--:----	
15-11	kun	kun	D-:----:--:u---	
15-12	6	6	LC:--u-:--:----	
15-13	.	.	ZP	

#id=16
#text=Panik i AaB-forsvaret giver pludselig åbent skud til Jacob Olesen, der fra seks meter hugger til med et yderligt placeret skud.
16-1	Panik	panik	NC:siuc:--:----	
16-2	i	i	T-:----:--:----	
16-3	AaB	AaB	NW:----:--:----	
16-4	-	-	ZH	
16-5	forsvaret	forsvar	NC:sdun:--:----	
16-6	giver	give	VF:----:sa:----	
16-7	pludselig	pludselig	D-:----:--:u---	
16-8	åbent	åben	AC:siun:--:p---	
16-9	skud	skud	NC:siun:--:----	
16-10	til	til	T-:----:--:----	
16-11	Jacob	Jacob	NP:siu#:--:----	
16-12	Olesen	Olesen	NP:siu#:--:----	
16-13	,	,	ZD	
16-14	der	der	US:----:--:----	
16-15	fra	fra	T-:----:--:----	
16-16	seks	seks	LC:--u-:--:----	
16-17	meter	meter	NC:piu#:--:----	
16-18	hugger	hugge	VF:----:sa:----	
16-19	til	til	D-:----:--:u---	
16-20	med	med	T-:----:--:----	
16-21	et	en	PI:s-un:--:----	
16-22	yderligt	yderlig	AD:----:--:p---	
16-23	placeret	placere	VT:siu#:t-:----	
16-24	skud	skud	-:----	
16-25	.	.	ZP	

#id=17
#text= Til sidst skød politifolk mod hjulene på rendegraveren - vidner beretter om 36 skud.
17-1	Til	til	T-:----:--:----	
17-2	sidst	sidst	D-:----:--:u---	
17-3	skød	skamskyde	VF:----:ta:----	
17-4	politifolk	politifolk	NC:piu#:--:----	
17-5	mod	mod	T-:----:--:----	
17-6	hjulene	hjul	NC:pdu#:--:----	
17-7	på	på	T-:----:--:----	
17-8	rendegraveren	rendegraver	NW:----:--:----	
17-9	-	-	ZH	
17-10	vidner	vidne	NC:piu#:--:----	
17-11	beretter	berette	VF:----:sa:----	
17-12	om	om	T-:----:--:----	
17-13	36	36	LC:--u-:--:----	
17-14	skud	skud	NC:piu#:--:----	
17-15	.	.	ZP	

#id=18
#text=Mulighederne for, at Almedia kan få nogle skud på mål, skulle i hvert fald være ret så gode.
18-1	Mulighederne	mulighed	NC:pdu#:--:----	
18-2	for	for	T-:----:--:----	
18-3	,	,	ZD	
18-4	at	at	CS:----:--:----	
18-5	Almedia	Almedia	NP:siu#:--:----	
18-6	kan	kunne	VF:----:sa:----	
18-7	få	få	VI:----:-a:----	
18-8	nogle	nogen	PI:p-u#:--:----	
18-9	skud	skud	NC:piu#:--:----	
18-10	på	på	T-:----:--:----	
18-11	mål	mål	NC:siun:--:----	
18-12	,	,	ZD	
18-13	skulle	skulle	VF:----:ta:----	
18-14	i	i	T-:----:--:----	
18-15	hvert	hver	PI:s-un:--:----	
18-16	fald	fald	NC:siun:--:----	
18-17	være	være	VI:----:-a:----	
18-18	ret	ret	D-:----:--:u---	
18-19	så	så	D-:----:--:u---	
18-20	gode	god	AC:p#u#:--:p---	
18-21	.	.	ZP	

#id=19
#text= Der er også fundet affyrede og skarpe projektiler uden for spillestedet, men umiddelbart er ingen blevet ramt af skud.
19-1	Der	der	US:----:--:----	
19-2	er	være	VF:----:sa:----	
19-3	også	også	D-:----:--:u---	
19-4	fundet	finde	VT:siu#:t-:----	
19-5	affyrede	affyre	VP:p#u#:t-:----	
19-6	og	og	CC:----:--:----	
19-7	skarpe	skarp	AC:p#u#:--:p---	
19-8	projektiler	projektil	NC:piu#:--:----	
19-9	uden	uden	D-:----:--:u---	
19-10	for	for	T-:----:--:----	
19-11	spillestedet	spillested	NC:sdun:--:----	
19-12	,	,	ZD	
19-13	men	men	CC:----:--:----	
19-14	umiddelbart	umiddelbar	AD:----:--:p---	
19-15	er	være	VF:----:sa:----	
19-16	ingen	ingen	PI:s-uc:--:----	
19-17	blevet	blive	VT:siu#:t-:----	
19-18	ramt	ramme	VT:siu#:t-:----	
19-19	af	af	T-:----:--:----	
19-20	skud	skud	NC:siun:--:----	
19-21	.	.	ZP	

#id=20
#text=Dagens helte må være de 12 betjente fra Sønderjylland, der formåede at stoppe en rendegraver med 'kun' 36 skud og derefter pacificere dens 60-årige fører med peberspray og håndjern.
20-1	Dagens	dag	NC:sdgc:--:----	
20-2	helte	helt	NC:piu#:--:----	
20-3	må	måtte	VF:----:sa:----	
20-4	være	være	VI:----:-a:----	
20-5	de	den	PM:p-u#:--:----	
20-6	12	12	LC:--u-:--:----	
20-7	betjente	betjent	NC:piu#:--:----	
20-8	fra	fra	T-:----:--:----	
20-9	Sønderjylland	Sønderjylland	NP:siu#:--:----	
20-10	,	,	ZD	
20-11	der	der	US:----:--:----	
20-12	formåede	formå	VF:----:ta:----	
20-13	at	at	UI:----:--:----	
20-14	stoppe	stoppe	VI:----:-a:----	
20-15	en	en	:--:----	
20-16	rendegraver	rendegraver	NC:siuc:--:----	
20-17	med	med	D-:----:--:u---	
20-18	'	'	ZA	
20-19	kun	kun	D-:----:--:u---	
20-20	'	'	ZA	
20-21	36	36	LC:--u-:--:----	
20-22	skud	skud	NC:piu#:--:----	
20-23	og	og	CC:----:--:----	
20-24	derefter	derefter	D-:----:--:u---	
20-25	pacificere	pacificere	VI:----:-a:----	
20-26	dens	dens	PO:#--#:--:-3ns	
20-27	60	60	LW:----:--:----	
20-28	-	-	ZH	
20-29	årige	årig	AC:sdu#:--:p---	
20-30	fører	fører	NC:siuc:--:----	
20-31	med	med	T-:----:--:----	
20-32	peberspray	peberspray	NC:siuc:--:----	
20-33	og	og	CC:----:--:----	
20-34	håndjern	håndjern	NC:siun:--:----	
20-35	.	.	ZP	

#id=21
#text= Det afgørende spark blev taget af Antonin Panenka, der ikke bare koldt, men koldt nok til at give en isbjørn forfrysninger fik Vesttysklands keeper, Sepp Maier, til at lægge sig, inden han puffede bolden over stregen med et skud, en treårig kunne have sparket hårdere.
21-1	Det	den	PM:s-un:--:----	
21-2	afgørende	afgørende	AC:§§u§:--:p---	
21-3	spark	spark	NC:siun:--:----	
21-4	blev	blive	VF:----:ta:----	
21-5	taget	tage	VT:siu#:t-:----	
21-6	af	af	T-:----:--:----	
21-7	Antonin	Antonin	NP:siu#:--:----	
21-8	Panenka	Panenka	NP:siu#:--:----	
21-9	,	,	ZD	
21-10	der	der	US:----:--:----	
21-11	ikke	ikke	D-:----:--:u---	
21-12	bare	bare	D-:----:--:u---	
21-13	koldt	kold	AC:siun:--:p---	
21-14	,	,	ZD	
21-15	men	men	CC:----:--:----	
21-16	koldt	kold	AD:----:--:p---	
21-17	nok	nok	D-:----:--:u---	
21-18	til	til	T-:----:--:----	
21-19	at	at	UI:----:--:----	
21-20	give	give	VI:----:-a:----	
21-21	en	en	PI:s-uc:--:----	
21-22	isbjørn	isbjørn	NC:siuc:--:----	
21-23	forfrysninger	forfrysning	NC:piu#:--:----	
21-24	fik	få	VF:----:ta:----	
21-25	Vesttysklands	Vesttyskland	NP:sig#:--:----	
21-26	keeper	keeper	NC:siuc:--:----	
21-27	,	,	ZD	
21-28	Sepp	Sepp	NP:siu#:--:----	
21-29	Maier	Maier	NP:siu#:--:----	
21-30	,	,	ZD	
21-31	til	til	T-:----:--:----	
21-32	at	at	UI:----:--:----	
21-33	lægge	lægge	VI:----:-a:----	
21-34	sig	sig	PP:#-u#:--:-3y-	
21-35	,	,	ZD	
21-36	inden	inden	CS:----:--:----	
21-37	han	han	PP:s-nc:--:-3n-	
21-38	puffede	puffe	VF:----:ta:----	
21-39	bolden	bold	NC:sduc:--:----	
21-40	over	over	T-:----:--:----	
21-41	stregen	streg	NC:sduc:--:----	
21-42	med	med	T-:----:--:----	
21-43	et	en	PI:s-un:--:----	
21-44	skud	skud	NC:siun:--:----	
21-45	,	,	ZD	
21-46	en	en	PI:s-uc:--:----	
21-47	treårig	treårig	AC:siuc:--:p---	
21-48	kunne	kunne	VF:----:ta:----	
21-49	have	have	VI:----:-a:----	
21-50	sparket	sparke	VT:siu#:t-:----	
21-51	hårdere	hård	AC:##u#:--:c---	
21-52	.	.	ZP	

#id=22
#text= Det er i hvert fald ikke det, der er årsag til, at det skud, som Johan Absalonsen har i starten, preller af på trekanten frem for at gå ind, konstaterede han.
22-1	Det	det	PP:s-un:--:-3n-	
22-2	er	være	VF:----:sa:----	
22-3	i	i	T-:----:--:----	
22-4	hvert	hver	PI:s-un:--:----	
22-5	fald	fald	NC:siun:--:----	
22-6	ikke	ikke	D-:----:--:u---	
22-7	det	det	PP:s-un:--:-3n-	
22-8	,	,	ZD	
22-9	der	der	US:----:--:----	
22-10	er	være	VF:----:sa:----	
22-11	årsag	årsag	NC:siuc:--:----	
22-12	til	til	T-:----:--:----	
22-13	,	,	ZD	
22-14	at	at	CS:----:--:----	
22-15	det	den	PM:s-un:--:----	
22-16	skud	skud	NC:siun:--:----	
22-17	,	,	ZD	
22-18	som	som	US:----:--:----	
22-19	Johan	Johan	NP:siu#:--:----	
22-20	Absalonsen	Absalonsen	NP:siu#:--:----	
22-21	har	have	VF:----:sa:----	
22-22	i	i	T-:----:--:----	
22-23	starten	start	NC:sduc:--:----	
22-24	,	,	ZD	
22-25	preller	prelle	VF:----:sa:----	
22-26	af	af	D-:----:--:u---	
22-27	på	på	T-:----:--:----	
22-28	trekanten	trekant	NC:sduc:--:----	
22-29	frem	frem	D-:----:--:u---	
22-30	for	for	T-:----:--:----	
22-31	at	at	UI:----:--:----	
22-32	gå	gå	VI:----:-a:----	
22-33	ind	ind	D-:----:--:u---	
22-34	,	,	ZD	
22-35	konstaterede	konstatere	VF:----:ta:----	
22-36	han	han	PP:s-nc:--:-3n-	
22-37	.	.	ZP	

#id=23
#text=Desuden har vidner forklaret, at de både så en pistol og hørte skud under slagsmålet.
23-1	Desuden	desuden	D-:----:--:u---	
23-2	har	have	VF:----:sa:----	
23-3	vidner	vidne	NC:piu#:--:----	
23-4	forklaret	forklare	VT:siu#:t-:----	
23-5	,	,	ZD	
23-6	at	at	CS:----:--:----	
23-7	de	de	PP:p-n#:--:-3n-	
23-8	både	både	D-:----:--:u---	
23-9	så	så	D-:----:--:u---	
23-10	en	en	PI:s-uc:--:----	
23-11	pistol	pistol	NC:siuc:--:----	
23-12	og	og	CC:----:--:----	
23-13	hørte	hørt	AC:p#u#:--:p---	
23-14	skud	skud	NC:piu#:--:----	
23-15	under	under	T-:----:--:----	
23-16	slagsmålet	slagsmål	NC:sdun:--:----	
23-17	.	.	ZP	

#id=24
#text= Storebroren slap med et skud i hånden.
24-1	Storebroren	storebror	NC:sduc:--:----	
24-2	slap	slippe	VF:----:ta:----	
24-3	med	med	T-:----:--:----	
24-4	et	en	PI:s-un:--:----	
24-5	skud	skud	NC:siun:--:----	
24-6	i	i	T-:----:--:----	
24-7	hånden	hånd	NC:sduc:--:----	
24-8	.	.	ZP	

#id=25
#text= Og det var ikke kun Josef Fritzls egen familie, der stod for skud.
25-1	Og	og	CC:----:--:----	
25-2	det	det	PP:s-un:--:-3n-	
25-3	var	være	VF:----:ta:----	
25-4	ikke	ikke	D-:----:--:u---	
25-5	kun	kun	D-:----:--:u---	
25-6	Josef	Josef	NP:siu#:--:----	
25-7	Fritzls	Fritzls	NP:sig#:--:----	
25-8	egen	egen	AC:s§uc:--:p---	
25-9	familie	familie	NC:siuc:--:----	
25-10	,	,	ZD	
25-11	der	der	US:----:--:----	
25-12	stod	stå	VF:----:ta:----	
25-13	for	for	T-:----:--:----	
25-14	skud	skud	NC:siun:--:----	
25-15	.	.	ZP	

#id=26
#text=Nikolas Katsigiannis kom ind og bankede brædder i målet, så FCK'erne begyndte at overplacere skuddene enten ved at ramme stolpen eller skyde ved siden af.
26-1	Nikolas	Nikola	NP:sig#:--:----	
26-2	Katsigiannis	Katsigiannis	NP:siu#:--:----	
26-3	kom	komme	VF:----:ta:----	
26-4	ind	ind	D-:----:--:u---	
26-5	og	og	CC:----:--:----	
26-6	bankede	banke	VP:p#u#:t-:----	
26-7	brædder	bræt	NC:piu#:--:----	
26-8	i	i	T-:----:--:----	
26-9	målet	mål	NC:sdun:--:----	
26-10	,	,	ZD	
26-11	så	så	CS:----:--:----	
26-12	FCK	FCK	NW:----:--:----	
26-13	'	'	ZA	
26-14	erne	@erne	MN:pdu#:--:----	
26-15	begyndte	begynde	VF:----:ta:----	
26-16	at	at	UI:----:--:----	
26-17	overplacere	overplacere	VI:----:-a:----	
26-18	skuddene	skud	NC:pdu#:--:----	
26-19	enten	enten	D-:----:--:u---	
26-20	ved	ved	T-:----:--:----	
26-21	at	at	UI:----:--:----	
26-22	ramme	ramme	VI:----:-a:----	
26-23	stolpen	stolpe	NC:sduc:--:----	
26-24	eller	eller	CC:----:--:----	
26-25	skyde	skyde	VI:----:-a:----	
26-26	ved	ved	T-:----:--:----	
26-27	siden	side	NC:sduc:--:----	
26-28	af	af	T-:----:--:----	
26-29	.	.	ZP	

#id=27
#text=18-årige pakistanske Ghazala Khan myrdes på åben gade i Slagelse af sin egen bror,  og hendes 27-årige afghanske kæreste såres livsfarligt af skud.
27-1	18	18	LC:--u-:--:----	
27-2	-	-	ZH	
27-3	årige	årig	AC:sdu#:--:p---	
27-4	pakistanske	pakistansk	AC:sdu#:--:p---	
27-5	Ghazala	Ghazala	NP:siu#:--:----	
27-6	Khan	khan	NC:siuc:--:----	
27-7	myrdes	myrde	VF:----:sp:----	
27-8	på	på	T-:----:--:----	
27-9	åben	åben	AC:siuc:--:p---	
27-10	gade	gade	NC:siuc:--:----	
27-11	i	i	T-:----:--:----	
27-12	Slagelse	Slagelse	NP:siu#:--:----	
27-13	af	af	T-:----:--:----	
27-14	sin	sin	PO:s--c:--:-3ys	
27-15	egen	egen	AC:s§uc:--:p---	
27-16	bror	bror	NC:siuc:--:----	
27-17	,	,	ZD	
27-18	og	og	CC:----:--:----	
27-19	hendes	hendes	PO:#--#:--:-3ns	
27-20	27	27	LW:----:--:----	
27-21	-	-	ZH	
27-22	årige	årig	AC:sdu#:--:p---	
27-23	afghanske	afghansk	AC:sdu#:--:p---	
27-24	kæreste	kæreste	NC:siuc:--:----	
27-25	såres	såre	VF:----:sp:----	
27-26	livsfarligt	livsfarlig	AD:----:--:p---	
27-27	af	af	T-:----:--:----	
27-28	skud	skud	NC:siun:--:----	
27-29	.	.	ZP	

#id=28
#text='Boom Blox' går i al sin enkelthed ud på at vælte konstruktioner sammensat af blokke med så få skud som muligt.
