 # de.tudarmstadt.ukp.dkpro.core.api.segmentation.type.Lemma | value # de.tudarmstadt.ukp.dkpro.core.api.lexmorph.type.pos.POS | PosValue # webanno.custom.Le | value
#id=1
#text=De samler soden op og blæser den ud senere, og så kan vi alle sammen få et ordentligt skud af det, når vi kører rundt inde i byen på vores cykler.
1-1	De	de	PP:p-n#:--:-3n-	_	
5-20	været	være	VT:siu#:t-:----	_	
5-21	affyret	affyre	VT:siu#:t-:----	_	
5-22	så	så	D-:----:--:u---	_	
5-23	mange	mangen	AC:p#u#:--:p---	_	
5-24	skud	skud	NC:piu#:--:----	skud_2	
5-25	.	.	ZP	_	

#id=6
#text=Må jeg bare minde om, at justitsministeren, 3 dage  før man lancerede Task Force Øst, var ude at sige, at der var ressourcer nok hos politiet, at man havde det, der skulle til, indtil der lige pludselig faldt et skud i Hellerup; så faldt 10-øren hos den konservative regering, for når der kan blive skudt i 2900 Happiness, så kunne det jo gå ud over os alle sammen.
6-1	Må	måtte	VF:----:sa:----	_	
6-2	jeg	jeg	PP:s-nc:--:-1n-	_	
6-3	bare	bare	D-:----:--:u---	_	
6-4	minde	minde	VI:----:-a:----	_	
6-5	om	om	T-:----:--:----	_	
6-6	,	,	ZD	_	
6-7	at	at	CS:----:--:----	_	
6-8	justitsministeren	justitsminister	NC:sduc:--:----	_	
6-9	,	,	ZD	_	
6-10	3	3	LC:--u-:--:----	_	
6-11	dage	dag	NC:piu#:--:----	_	
6-12	før	før	CS:----:--:----	_	
6-13	man	man	PI:#-uc:--:----	_	
6-14	lancerede	lancere	VF:----:ta:----	_	
6-15	Task	Task	NP:siu#:--:----	_	
6-16	Force	force	NC:siuc:--:----	_	
6-17	Øst	Øst	NP:siu#:--:----	_	
6-18	,	,	ZD	_	
6-19	var	være	VF:----:ta:----	_	
6-20	ude	ude	D-:----:--:u---	_	
6-21	at	at	UI:----:--:----	_	
6-22	sige	sige	VI:----:-a:----	_	
6-23	,	,	ZD	_	
6-24	at	at	CS:----:--:----	_	
6-25	der	der	US:----:--:----	_	
6-26	var	være	VF:----:ta:----	_	
6-27	ressourcer	ressource	NC:piu#:--:----	_	
6-28	nok	nok	D-:----:--:u---	_	
6-29	hos	hos	T-:----:--:----	_	
6-30	politiet	politi	NC:sdun:--:----	_	
6-31	,	,	ZD	_	
6-32	at	at	CS:----:--:----	_	
6-33	man	man	PI:#-uc:--:----	_	
6-34	havde	have	VF:----:ta:----	_	
6-35	det	det	PP:s-un:--:-3n-	_	
6-36	,	,	ZD	_	
6-37	der	der	US:----:--:----	_	
6-38	skulle	skulle	VF:----:ta:----	_	
6-39	til	til	T-:----:--:----	_	
6-40	,	,	ZD	_	
6-41	indtil	indtil	CS:----:--:----	_	
6-42	der	der	US:----:--:----	_	
6-43	lige	lige	D-:----:--:u---	_	
6-44	pludselig	pludselig	D-:----:--:u---	_	
6-45	faldt	falde	VF:----:ta:----	_	
6-46	et	en	PI:s-un:--:----	_	
6-47	skud	skud	NC:siun:--:----	skud_1_4	
6-48	i	i	T-:----:--:----	_	
6-49	Hellerup	Hellerup	NP:siu#:--:----	_	
6-50	;	;	ZP	_	
6-51	så	så	D-:----:--:u---	_	
6-52	faldt	falde	VF:----:ta:----	_	
6-53	10	10	LC:--u-:--:----	_	
6-54	-	-	ZH	_	
6-55	øren	øre	NC:sduc:--:----	_	
6-56	hos	hos	T-:----:--:----	_	
6-57	den	den	PM:s-uc:--:----	_	
6-58	konservative	konservativ	AC:sdu#:--:p---	_	
6-59	regering	regering	NC:siuc:--:----	_	
6-60	,	,	ZD	_	
6-61	for	for	CC:----:--:----	_	
6-62	når	når	CS:----:--:----	_	
6-63	der	der	US:----:--:----	_	
6-64	kan	kunne	VF:----:sa:----	_	
6-65	blive	blive	VI:----:-a:----	_	
6-66	skudt	skamskyde	VT:siu#:t-:----	skud_1_4	
6-67	i	i	T-:----:--:----	_	
6-68	2900	2900	LC:--u-:--:----	_	
6-69	Happiness	Happiness	NP:siu#:--:----	_	
6-70	,	,	ZD	_	
6-71	så	så	D-:----:--:u---	_	
6-72	kunne	kunne	VF:----:ta:----	_	
6-73	det	det	PP:s-un:--:-3n-	_	
6-74	jo	jo	D-:----:--:u---	_	
6-75	gå	gå	VI:----:-a:----	_	
6-76	ud	ud	D-:----:--:u---	_	
6-77	over	over	T-:----:--:----	_	
6-78	os	vi	PP:p-uc:--:-1#-	_	
6-79	alle	al	PI:p-u#:--:----	_	
6-80	sammen	sammen	D-:----:--:u---	_	
6-81	.	.	ZP	_	

#id=7
#text=Imens den danske regering fastholder og udbygger den offentlige service og velfærd, står velfærden for skud i Færøerne.
7-1	Imens	imens	CS:----:--:----	_	
7-2	den	den	PM:s-uc:--:----	_	
7-3	danske	dansk	AC:sdu#:--:p---	_	
7-4	regering	regering	NC:siuc:--:----	_	
7-5	fastholder	fastholde	VF:----:sa:----	_	
7-6	og	og	CC:----:--:----	_	
7-7	udbygger	udbygge	VF:----:sa:----	_	
7-8	den	den	PM:s-uc:--:----	_	
7-9	offentlige	offentlig	AC:sdu#:--:p---	_	
7-10	service	service	NC:siun:--:----	_	
7-11	og	og	CC:----:--:----	_	
7-12	velfærd	velfærd	NC:siu#:--:----	_	
7-13	,	,	ZD	_	
7-14	står	stå	VF:----:sa:----	_	
7-15	velfærden	velfærd	NC:sduc:--:----	_	
7-16	for	for	T-:----:--:----	_	
7-17	skud	skud	NC:siun:--:----	skud_F_stå-for-skud	
7-18	i	i	T-:----:--:----	_	
7-19	Færøerne	Færøerne	NP:siu#:--:----	_	
7-20	.	.	ZP	_	

#id=8
#text= I Askerødkomplekset i Hundige ved Greve brændes biler jævnligt af, og der affyres jævnligt skud.
8-1	I	i	T-:----:--:----	_	
8-2	Askerødkomplekset	Askerødkomplekset	NP:siu#:--:----	_	
8-3	i	i	T-:----:--:----	_	
8-4	Hundige	Hundige	NP:siu#:--:----	_	
8-5	ved	ved	T-:----:--:----	_	
8-6	Greve	Greve	NP:siu#:--:----	_	
8-7	brændes	brænde	NC:sign:--:----	_	
8-8	biler	bil	NC:piu#:--:----	_	
8-9	jævnligt	jævnlig	AD:----:--:p---	_	
8-10	af	af	T-:----:--:----	_	
8-11	,	,	ZD	_	
8-12	og	og	CC:----:--:----	_	
8-13	der	der	US:----:--:----	_	
8-14	affyres	affyre	VI:----:-p:----	_	
8-15	jævnligt	jævnlig	AC:siun:--:p---	_	
8-16	skud	skud	NC:siun:--:----	skud_2	
8-17	.	.	ZP	_	

#id=9
#text= Vi har desværre igennem lang tid set, at der har været store problemer i det danske samfund _ specielt selvfølgelig i hovedstadsområdet, men også andre steder, hvor bander har hærget, og hvor der har været skud i gaderne.
9-1	Vi	vi	PP:p-nc:--:-1n-	_	
9-2	har	have	VF:----:sa:----	_	
9-3	desværre	desværre	D-:----:--:u---	_	
9-4	igennem	igennem	T-:----:--:----	_	
9-5	lang	lang	AC:siuc:--:p---	_	
9-6	tid	tid	NC:siuc:--:----	_	
9-7	set	se	VT:siu#:t-:----	_	
9-8	,	,	ZD	_	
9-9	at	at	CS:----:--:----	_	
9-10	der	der	US:----:--:----	_	
9-11	har	have	VF:----:sa:----	_	
9-12	været	være	VT:siu#:t-:----	_	
9-13	store	stor	AC:p#u#:--:p---	_	
9-14	problemer	problem	NC:piu#:--:----	_	
9-15	i	i	T-:----:--:----	_	
9-16	det	den	PM:s-un:--:----	_	
9-17	danske	dansk	AC:sdu#:--:p---	_	
9-18	samfund	samfund	NW:----:--:----	_	
9-19	_	_	ZH	_	
9-20	specielt	speciel	AC:siun:--:p---	_	
9-21	selvfølgelig	selvfølgelig	D-:----:--:u---	_	
9-22	i	i	T-:----:--:----	_	
9-23	hovedstadsområdet	hovedstadsområde	NC:sdun:--:----	_	
9-24	,	,	ZD	_	
9-25	men	men	CC:----:--:----	_	
9-26	også	også	D-:----:--:u---	_	
9-27	andre	anden	PI:p-u#:--:----	_	
9-28	steder	sted	NC:piu#:--:----	_	
9-29	,	,	ZD	_	
9-30	hvor	hvor	D-:----:--:u---	_	
9-31	bander	bande	NC:piu#:--:----	_	
9-32	har	have	VF:----:sa:----	_	
9-33	hærget	hærge	VT:siu#:t-:----	_	
9-34	,	,	ZD	_	
9-35	og	og	CC:----:--:----	_	
9-36	hvor	hvor	D-:----:--:u---	_	
9-37	der	der	US:----:--:----	_	
9-38	har	have	VF:----:sa:----	_	
9-39	været	være	VT:siu#:t-:----	_	
9-40	skud	skud	NC:siun:--:----	skud_1_4	
9-41	i	i	T-:----:--:----	_	
9-42	gaderne	gade	NC:pdu#:--:----	_	
9-43	.	.	ZP	_	

#id=10
#text= Det betyder jo virkelig, at borgerne kommer til at stå for skud, for der bakker fru Marianne Jelved op  om, at der skal ske øget brugerbetaling.
10-1	Det	det	PP:s-un:--:-3n-	_	
10-2	betyder	betyde	VF:----:sa:----	_	
10-3	jo	jo	D-:----:--:u---	_	
10-4	virkelig	virkelig	D-:----:--:u---	_	
10-5	,	,	ZD	_	
10-6	at	at	CS:----:--:----	_	
10-7	borgerne	borger	NC:pdu#:--:----	_	
10-8	kommer	komme	VF:----:sa:----	_	
10-9	til	til	T-:----:--:----	_	
10-10	at	at	UI:----:--:----	_	
10-11	stå	stå	VI:----:-a:----	_	
10-12	for	for	T-:----:--:----	_	
10-13	skud	skud	NC:siun:--:----	skud_F_stå-for-skud	
10-14	,	,	ZD	_	
10-15	for	for	CC:----:--:----	_	
10-16	der	der	US:----:--:----	_	
10-17	bakker	bakker	VF:----:sa:----	_	
10-18	fru	frue	NC:siuc:--:----	_	
10-19	Marianne	Marianne	NP:siu#:--:----	_	
10-20	Jelved	Jelved	NP:siu#:--:----	_	
10-21	op	op	D-:----:--:u---	_	
10-22	om	om	T-:----:--:----	_	
10-23	,	,	ZD	_	
10-24	at	at	CS:----:--:----	_	
10-25	der	der	US:----:--:----	_	
10-26	skal	skulle	VF:----:sa:----	_	
10-27	ske	ske	VI:----:-a:----	_	
10-28	øget	øge	VT:siu#:t-:----	_	
10-29	brugerbetaling	brugerbetaling	NC:siuc:--:----	_	
10-30	.	.	ZP	_	

#id=11
#text= Som et illustrativt eksempel på, at bandeenhedens intensive efterforskning giver resultater, blev tre personer for nylig varetægtsfængslet for den skudepisode i februar, hvor en ung færing blev ramt af skud, mens han kørte i bil på Nørrebro.
11-1	Som	som	US:----:--:----	_	
11-2	et	en	PI:s-un:--:----	_	
11-3	illustrativt	illustrativ	AC:siun:--:p---	_	
11-4	eksempel	eksempel	NC:siun:--:----	_	
11-5	på	på	T-:----:--:----	_	
11-6	,	,	ZD	_	
11-7	at	at	CS:----:--:----	_	
11-8	bandeenhedens	bandeenhed	NC:sdgc:--:----	_	
11-9	intensive	intensiv	AC:sdu#:--:p---	_	
11-10	efterforskning	efterforskning	NC:siuc:--:----	_	
11-11	giver	give	VF:----:sa:----	_	
11-12	resultater	resultat	NC:piu#:--:----	_	
11-13	,	,	ZD	_	
11-14	blev	blive	VF:----:ta:----	_	
11-15	tre	tre	LC:--u-:--:----	_	
11-16	personer	person	NC:piu#:--:----	_	
11-17	for	for	T-:----:--:----	_	
11-18	nylig	nylig	AD:----:--:p---	_	
11-19	varetægtsfængslet	varetægtsfængsle	VT:siu#:t-:----	_	
11-20	for	for	T-:----:--:----	_	
11-21	den	den	PM:s-uc:--:----	_	
11-22	skudepisode	skudepisode	NC:siuc:--:----	_	
11-23	i	i	T-:----:--:----	_	
11-24	februar	februar	NC:siuc:--:----	_	
11-25	,	,	ZD	_	
11-26	hvor	hvor	D-:----:--:u---	_	
11-27	en	en	PI:s-uc:--:----	_	
11-28	ung	ung	AC:siuc:--:p---	_	
11-29	færing	færing	NC:siuc:--:----	_	
11-30	blev	blive	VF:----:ta:----	_	
11-31	ramt	ramme	VT:siu#:t-:----	_	
11-32	af	af	T-:----:--:----	_	
11-33	skud	skud	NC:siun:--:----	skud_2	
11-34	,	,	ZD	_	
11-35	mens	mens	CS:----:--:----	_	
11-36	han	han	PP:s-nc:--:-3n-	_	
11-37	kørte	køre	VF:----:ta:----	_	
11-38	i	i	T-:----:--:----	_	
11-39	bil	bil	NC:siuc:--:----	_	
11-40	på	på	T-:----:--:----	_	
11-41	Nørrebro	Nørrebro	NP:siu#:--:----	_	
11-42	.	.	ZP	_	

#id=12
#text= Frank Aaen naturligvis i sin gode ret til, men jeg kan ikke lade være med at undre mig en del over, hvorfor det netop er Israel, der igen og igen skal stå for skud.
12-1	Frank	Frank	NP:siu#:--:----	_	
12-2	Aaen	Aaen	:--:----	_	
12-3	naturligvis	naturligvis	D-:----:--:u---	_	
12-4	i	i	T-:----:--:----	_	
12-5	sin	sin	PO:s--c:--:-3ys	_	
12-6	gode	god	AC:sdu#:--:p---	_	
12-7	ret	ret	NC:siuc:--:----	_	
12-8	til	til	T-:----:--:----	_	
12-9	,	,	ZD	_	
12-10	men	men	CC:----:--:----	_	
12-11	jeg	jeg	PP:s-nc:--:-1n-	_	
12-12	kan	kunne	VF:----:sa:----	_	
12-13	ikke	ikke	D-:----:--:u---	_	
12-14	lade	lade	VI:----:-a:----	_	
12-15	være	være	VI:----:-a:----	_	
12-16	med	med	T-:----:--:----	_	
12-17	at	at	UI:----:--:----	_	
12-18	undre	undre	VI:----:-a:----	_	
12-19	mig	jeg	PP:s-uc:--:-1#-	_	
12-20	en	en	PI:s-uc:--:----	_	
12-21	del	del	NC:siuc:--:----	_	
12-22	over	over	T-:----:--:----	_	
12-23	,	,	ZD	_	
12-24	hvorfor	hvorfor	D-:----:--:u---	_	
12-25	det	det	PP:s-un:--:-3n-	_	
12-26	netop	netop	D-:----:--:u---	_	
12-27	er	være	VF:----:sa:----	_	
12-28	Israel	Israel	NP:siu#:--:----	_	
12-29	,	,	ZD	_	
12-30	der	der	US:----:--:----	_	
12-31	igen	igen	D-:----:--:u---	_	
12-32	og	og	CC:----:--:----	_	
12-33	igen	igen	D-:----:--:u---	_	
12-34	skal	skulle	VF:----:sa:----	_	
12-35	stå	stå	VI:----:-a:----	_	
12-36	for	for	T-:----:--:----	_	
12-37	skud	skud	NC:siun:--:----	skud_F_stå-for-skud	
12-38	.	.	ZP	_	

#id=13
#text= Jeg synes, det er spændende at se det sidste skud på stammen om kirken på nettet.
13-1	Jeg	jeg	PP:s-nc:--:-1n-	_	
13-2	synes	syne	VF:----:sp:----	_	
13-3	,	,	ZD	_	
13-4	det	det	PP:s-un:--:-3n-	_	
13-5	er	være	VF:----:sa:----	_	
13-6	spændende	spændende	AC:§§u§:--:p---	_	
13-7	at	at	UI:----:--:----	_	
13-8	se	se	VI:----:-a:----	_	
13-9	det	den	PM:s-un:--:----	_	
13-10	sidste	sidste	AC:§§u§:--:p---	_	
13-11	skud	skud	iun:--:----	skud_F_sidste-(seneste,-nyeste,-..)-skud-på-stammen	
13-12	på	på	T-:----:--:----	_	
13-13	stammen	stamme	NC:sduc:--:----	_	
13-14	om	om	T-:----:--:----	_	
13-15	kirken	kirke	NC:sduc:--:----	_	
13-16	på	på	T-:----:--:----	_	
13-17	nettet	net	NC:sdun:--:----	_	
13-18	.	.	ZP	_	

#id=14
#text= Nu kan man jo sige, at det er lige ved, at vi næsten kan tage den her debat som et skud fra hoften, for vi kan den snart udenad.
14-1	Nu	nu	D-:----:--:u---	_	
14-2	kan	kunne	VF:----:sa:----	_	
14-3	man	man	PI:#-uc:--:----	_	
14-4	jo	jo	D-:----:--:u---	_	
14-5	sige	sige	VI:----:-a:----	_	
14-6	,	,	ZD	_	
14-7	at	at	CS:----:--:----	_	
14-8	det	det	PP:s-un:--:-3n-	_	
14-9	er	være	VF:----:sa:----	_	
14-10	lige	lige	D-:----:--:u---	_	
14-11	ved	ved	T-:----:--:----	_	
14-12	,	,	ZD	_	
14-13	at	at	CS:----:--:----	_	
14-14	vi	vi	PP:p-nc:--:-1n-	_	
14-15	næsten	næsten	D-:----:--:u---	_	
14-16	kan	kunne	VF:----:sa:----	_	
14-17	tage	tage	VI:----:-a:----	_	
14-18	den	den	PP:s-uc:--:-3n-	_	
14-19	her	her	D-:----:--:u---	_	
14-20	debat	debat	NC:siuc:--:----	_	
14-21	som	som	US:----:--:----	_	
14-22	et	en	PI:s-un:--:----	_	
14-23	skud	skud	NC:siun:--:----	skud_F_skud-fra-hoften	
14-24	fra	fra	T-:----:--:----	_	
14-25	hoften	hofte	NC:sduc:--:----	_	
14-26	,	,	ZD	_	
14-27	for	for	CC:----:--:----	_	
14-28	vi	vi	PP:p-nc:--:-1n-	_	
14-29	kan	kunne	VF:----:sa:----	_	
14-30	den	den	PP:s-uc:--:-3n-	_	
14-31	snart	snart	D-:----:--:u---	_	
14-32	udenad	udenad	D-:----:--:u---	_	
14-33	.	.	ZP	_	

#id=15
#text=At true Grønland med økonomiske sanktioner under påskud af manglende indsats på eksempelvis børneområdet er derfor et skud i tågen, som ikke har hold i virkeligheden.
15-1	At	at	UI:----:--:----	_	
15-2	true	true	VI:----:-a:----	_	
15-3	Grønland	Grønland	NP:siu#:--:----	_	
15-4	med	med	T-:----:--:----	_	
15-5	økonomiske	økonomisk	AC:p#u#:--:p---	_	
15-6	sanktioner	sanktion	NC:piu#:--:----	_	
15-7	under	under	T-:----:--:----	_	
15-8	påskud	påskud	NC:siun:--:----	_	
15-9	af	af	T-:----:--:----	_	
15-10	manglende	mangle	VP:##u#:s-:----	_	
15-11	indsats	indsats	NC:siuc:--:----	_	
15-12	på	på	T-:----:--:----	_	
15-13	eksempelvis	eksempelvis	D-:----:--:u---	_	
15-14	børneområdet	børneområde	NC:sdun:--:----	_	
15-15	er	være	VF:----:sa:----	_	
15-16	derfor	derfor	D-:----:--:u---	_	
15-17	et	en	PI:s-un:--:----	_	
15-18	skud	skud	NC:siun:--:----	skud_F_skud-i-tågen	
15-19	i	i	T-:----:--:----	_	
15-20	tågen	tåge	NC:sduc:--:----	_	
15-21	,	,	ZD	_	
15-22	som	som	US:----:--:----	_	
15-23	ikke	ikke	D-:----:--:u---	_	
15-24	har	have	VF:----:sa:----	_	
15-25	hold	hold	NC:siun:--:----	_	
15-26	i	i	T-:----:--:----	_	
15-27	virkeligheden	virkelighed	NC:sduc:--:----	_	
15-28	.	.	ZP	_	

#id=16
#text= Vi lægger samtlige æg i en kurv, vi laver én pakke, der er det ene skud i bøssen, og så er det bare ærgerligt, hvis det ikke var det kloge, vi gjorde der.
16-1	Vi	vi	PP:p-nc:--:-1n-	_	
16-2	lægger	lægge	VF:----:sa:----	_	
16-3	samtlige	samtlige	AC:§§u§:--:p---	_	
16-4	æg	æg	NC:siun:--:----	_	
16-5	i	i	T-:----:--:----	_	
16-6	en	en	PI:s-uc:--:----	_	
16-7	kurv	kurv	NC:siuc:--:----	_	
16-8	,	,	ZD	_	
16-9	vi	vi	PP:p-nc:--:-1n-	_	
16-10	laver	lave	VF:----:sa:----	_	
16-11	én	en	PI:s-uc:--:----	_	
16-12	pakke	pakke	NC:siuc:--:----	_	
16-13	,	,	ZD	_	
16-14	der	der	US:----:--:----	_	
16-15	er	være	VF:----:sa:----	_	
16-16	det	den	PM:s-un:--:----	_	
16-17	ene	ene	AC:§§u§:--:p---	_	
16-18	skud	skud	NC:siun:--:----	skud_2	
16-19	i	i	T-:----:--:----	_	
16-20	bøssen	bøsse	NC:sduc:--:----	_	
16-21	,	,	ZD	_	
16-22	og	og	CC:----:--:----	_	
16-23	så	så	D-:----:--:u---	_	
16-24	er	være	VF:----:sa:----	_	
16-25	det	det	PP:s-un:--:-3n-	_	
16-26	bare	bare	D-:----:--:u---	_	
16-27	ærgerligt	ærgerlig	AC:siun:--:p---	_	
16-28	,	,	ZD	_	
16-29	hvis	hvis	CS:----:--:----	_	
16-30	det	det	PP:s-un:--:-3n-	_	
16-31	ikke	ikke	D-:----:--:u---	_	
16-32	var	være	VF:----:ta:----	_	
16-33	det	den	PM:s-un:--:----	_	
16-34	kloge	klog	AC:sdu#:--:p---	_	
16-35	,	,	ZD	_	
16-36	vi	vi	PP:p-nc:--:-1n-	_	
16-37	gjorde	gøre	VF:----:ta:----	_	
16-38	der	der	US:----:--:----	_	
16-39	.	.	ZP	_	

#id=17
#text= Vi har simpelt hen været for sløve, vi har været for langsomme, og nu er vi så blevet taget i det, og så må vi stå for skud for det.
17-1	Vi	vi	PP:p-nc:--:-1n-	_	
17-2	har	have	VF:----:sa:----	_	
17-3	simpelt	simpel	AD:----:--:p---	_	
17-4	hen	hen	D-:----:--:u---	_	
17-5	været	være	VT:siu#:t-:----	_	
17-6	for	for	T-:----:--:----	_	
17-7	sløve	sløv	AC:p#u#:--:p---	_	
17-8	,	,	ZD	_	
17-9	vi	vi	PP:p-nc:--:-1n-	_	
17-10	har	have	VF:----:sa:----	_	
17-11	været	være	VT:siu#:t-:----	_	
17-12	for	for	T-:----:--:----	_	
17-13	langsomme	langsom	AC:p#u#:--:p---	_	
17-14	,	,	ZD	_	
17-15	og	og	CC:----:--:----	_	
17-16	nu	nu	D-:----:--:u---	_	
17-17	er	være	VF:----:sa:----	_	
17-18	vi	vi	PP:p-nc:--:-1n-	_	
17-19	så	så	D-:----:--:u---	_	
17-20	blevet	blive	VT:siu#:t-:----	_	
