 # de.tudarmstadt.ukp.dkpro.core.api.segmentation.type.Lemma | value # de.tudarmstadt.ukp.dkpro.core.api.lexmorph.type.pos.POS | PosValue # de.tudarmstadt.ukp.dkpro.core.api.ner.type.NamedEntity | value
#id=1
#text=Lad mig fremhæve nogle stykker:
1-1	Lad	lade	VM:----:--:----	O	
3-2	er	være	VF:----:sa:----	O	
3-3	måske	måske	D-:----:--:u---	O	
3-4	også	også	D-:----:--:u---	O	
3-5	det	det	PP:s-un:--:-3n-	O	
3-6	,	,	ZD	O	
3-7	der	der	US:----:--:----	O	
3-8	er	være	VF:----:sa:----	O	
3-9	forklaringen	forklaring	NC:sduc:--:----	O	
3-10	på	på	T-:----:--:----	O	
3-11	,	,	ZD	O	
3-12	at	at	CS:----:--:----	O	
3-13	Venstre	venstre	AC:§§u§:--:p---	O	
3-14	har	have	VF:----:sa:----	O	
3-15	været	være	VT:siu#:t-:----	O	
3-16	nødt	nødt	AC:§§u§:--:p---	O	
3-17	til	til	T-:----:--:----	O	
3-18	at	at	UI:----:--:----	O	
3-19	gå	gå	VI:----:-a:----	O	
3-20	udenbys	udenbys	D-:----:--:u---	O	
3-21	for	for	T-:----:--:----	O	
3-22	at	at	UI:----:--:----	O	
3-23	finde	finde	VI:----:-a:----	O	
3-24	en	en	PI:s-uc:--:----	O	
3-25	klimaminister	klimaminister	NC:siuc:--:----	O	
3-26	,	,	ZD	O	
3-27	altså	altså	D-:----:--:u---	O	
3-28	fordi	fordi	CS:----:--:----	O	
3-29	den	den	PP:s-uc:--:-3n-	O	
3-30	der	der	US:----:--:----	O	
3-31	klimaentusiasme	klimaentusiasme	NC:siuc:--:----	O	
3-32	ikke	ikke	D-:----:--:u---	O	
3-33	rækker	række	VF:----:sa:----	O	
3-34	så	så	D-:----:--:u---	O	
3-35	langt	lang	AC:siun:--:p---	O	
3-36	,	,	ZD	O	
3-37	når	når	CS:----:--:----	O	
3-38	det	det	PP:s-un:--:-3n-	O	
3-39	kommer	komme	VF:----:sa:----	O	
3-40	til	til	T-:----:--:----	O	
3-41	stykket	stykke	NC:sdun:--:----	B-stykke-F-når-det-kommer-til-stykket	
3-42	.	.	ZP	O	

#id=4
#text=Jeg har fået at vide, at mange af de mennesker, der i praksis arbejder med ældre medicinske patienter, ser meget frem til, at der bliver lavet et sådant stykke arbejde, så vi kan gøre en mere helhedsorienteret indsats for de ældre medicinske patienter, der ellers kan komme i klemme.
4-1	Jeg	jeg	PP:s-nc:--:-1n-	O	
4-2	har	have	VF:----:sa:----	O	
4-3	fået	få	VT:siu#:t-:----	O	
4-4	at	at	UI:----:--:----	O	
4-5	vide	vide	VI:----:-a:----	O	
4-6	,	,	ZD	O	
4-7	at	at	CS:----:--:----	O	
4-8	mange	mangen	AC:p#u#:--:p---	O	
4-9	af	af	T-:----:--:----	O	
4-10	de	den	PM:p-u#:--:----	O	
4-11	mennesker	menneske	NC:piu#:--:----	O	
4-12	,	,	ZD	O	
4-13	der	der	US:----:--:----	O	
4-14	i	i	T-:----:--:----	O	
4-15	praksis	praksis	NC:piu#:--:----	O	
4-16	arbejder	arbejde	VF:----:sa:----	O	
4-17	med	med	D-:----:--:u---	O	
4-18	ældre	gammel	AD:----:--:c---	O	
4-19	medicinske	medicinsk	AC:p#u#:--:p---	O	
4-20	patienter	patient	NC:piu#:--:----	O	
4-21	,	,	ZD	O	
4-22	ser	se	VF:----:sa:----	O	
4-23	meget	megen	AD:----:--:p---	O	
4-24	frem	frem	D-:----:--:u---	O	
4-25	til	til	T-:----:--:----	O	
4-26	,	,	ZD	O	
4-27	at	at	CS:----:--:----	O	
4-28	der	der	US:----:--:----	O	
4-29	bliver	blive	VF:----:sa:----	O	
4-30	lavet	lave	VT:siu#:t-:----	O	
4-31	et	en	PI:s-un:--:----	O	
4-32	sådant	sådan	AC:siun:--:p---	O	
4-33	stykke	stykke	NC:siun:--:----	B-stykke-4b	
4-34	arbejde	arbejde	NC:siun:--:----	O	
4-35	,	,	ZD	O	
4-36	så	så	CS:----:--:----	O	
4-37	vi	vi	PP:p-nc:--:-1n-	O	
4-38	kan	kunne	VF:----:sa:----	O	
4-39	gøre	gøre	VI:----:-a:----	O	
4-40	en	en	PI:s-uc:--:----	O	
4-41	mere	megen	AD:----:--:c---	O	
4-42	helhedsorienteret	helhedsorienteret	AC:siuc:--:p---	O	
4-43	indsats	indsats	NC:siuc:--:----	O	
4-44	for	for	T-:----:--:----	O	
4-45	de	den	PM:p-u#:--:----	O	
4-46	ældre	gammel	AD:----:--:c---	O	
4-47	medicinske	medicinsk	AC:p#u#:--:p---	O	
4-48	patienter	patient	NC:piu#:--:----	O	
4-49	,	,	ZD	O	
4-50	der	der	US:----:--:----	O	
4-51	ellers	ellers	D-:----:--:u---	O	
4-52	kan	kunne	VF:----:sa:----	O	
4-53	komme	komme	VI:----:-a:----	O	
4-54	i	i	T-:----:--:----	O	
4-55	klemme	klemme	NC:siuc:--:----	O	
4-56	.	.	ZP	O	

#id=5
#text=Inkludereti det har vi så lavet en finanslovaftale, hvor vi fremrykker offentlige investeringer, så vi er nået et stykke ad den vej, som jeg præsenterede, og som hr.
5-1	Inkluderet	inkludere	VT:siu#:t-:----	O	
5-2	i	i	T-:----:--:----	O	
5-3	det	det	PP:s-un:--:-3n-	O	
5-4	har	have	VF:----:sa:----	O	
5-5	vi	vi	PP:p-nc:--:-1n-	O	
5-6	så	så	D-:----:--:u---	O	
5-7	lavet	lave	VT:siu#:t-:----	O	
5-8	en	en	PI:s-uc:--:----	O	
5-9	finanslovaftale	finanslovaftale	NC:siuc:--:----	O	
5-10	,	,	ZD	O	
5-11	hvor	hvor	D-:----:--:u---	O	
5-12	vi	vi	PP:p-nc:--:-1n-	O	
5-13	fremrykker	fremrykke	VF:----:sa:----	O	
5-14	offentlige	offentlig	AC:p#u#:--:p---	O	
5-15	investeringer	investering	NC:piu#:--:----	O	
5-16	,	,	ZD	O	
5-17	så	så	CS:----:--:----	O	
5-18	vi	vi	PP:p-nc:--:-1n-	O	
5-19	er	være	VF:----:sa:----	O	
5-20	nået	nå	VT:siu#:t-:----	O	
5-21	et	en	PI:s-un:--:----	O	
5-22	stykke	stykke	NC:siun:--:----	B-stykke-4b	
5-23	ad	ad	T-:----:--:----	O	
5-24	den	den	PM:s-uc:--:----	O	
5-25	vej	vej	NC:siuc:--:----	O	
5-26	,	,	ZD	O	
5-27	som	som	US:----:--:----	O	
5-28	jeg	jeg	PP:s-nc:--:-1n-	O	
5-29	præsenterede	præsentere	VF:----:ta:----	O	
5-30	,	,	ZD	O	
5-31	og	og	CC:----:--:----	O	
5-32	som	som	US:----:--:----	O	
5-33	hr	herre	NC:siuc:--:----	O	
5-34	.	.	ZP	O	

#id=6
#text=Så er det bare skønne løse tanker fældet ned på et stykke papir.
6-1	Så	så	D-:----:--:u---	O	
6-2	er	være	VF:----:sa:----	O	
6-3	det	det	PP:s-un:--:-3n-	O	
6-4	bare	bare	D-:----:--:u---	O	
6-5	skønne	skøn	AC:p#u#:--:p---	O	
6-6	løse	løs	AC:p#u#:--:p---	O	
6-7	tanker	tanke	NC:piu#:--:----	O	
6-8	fældet	fælde	VT:siu#:t-:----	O	
6-9	ned	ned	D-:----:--:u---	O	
6-10	på	på	T-:----:--:----	O	
6-11	et	en	PI:s-un:--:----	O	
6-12	stykke	stykke	NC:siun:--:----	B-stykke-4	
6-13	papir	papir	NC:siun:--:----	O	
6-14	.	.	ZP	O	

#id=7
#text=Så jeg mener, at vi alligevel er nået et stykke, når Enhedslisten får opbakning til sin politik i Berlingske Tidende.
7-1	Så	så	CS:----:--:----	O	
7-2	jeg	jeg	PP:s-nc:--:-1n-	O	
7-3	mener	mene	VF:----:sa:----	O	
7-4	,	,	ZD	O	
7-5	at	at	CS:----:--:----	O	
7-6	vi	vi	PP:p-nc:--:-1n-	O	
7-7	alligevel	alligevel	D-:----:--:u---	O	
7-8	er	være	VF:----:sa:----	O	
7-9	nået	nå	VT:siu#:t-:----	O	
7-10	et	en	PI:s-un:--:----	O	
7-11	stykke	stykke	NC:siun:--:----	B-stykke-4b	
7-12	,	,	ZD	O	
7-13	når	når	CS:----:--:----	O	
7-14	Enhedslisten	Enhedslisten	NP:siu#:--:----	O	
7-15	får	få	VF:----:sa:----	O	
7-16	opbakning	opbakning	NC:siuc:--:----	O	
7-17	til	til	T-:----:--:----	O	
7-18	sin	sin	-:-3ys	O	
7-19	politik	politik	NC:siuc:--:----	O	
7-20	i	i	T-:----:--:----	O	
7-21	Berlingske	Berlingske	NP:siu#:--:----	O	
7-22	Tidende	Tidende	NP:siu#:--:----	O	
7-23	.	.	ZP	O	

#id=8
#text=Såmed andre ord er grundlaget for et stykke godt og nødvendigt infrastruktur lagt i det forslag til anlægslov, som vi har fremsat, og som jeg regner med at Folketinget om kort tid vil vedtage.
8-1	Så	så	D-:----:--:u---	O	
8-2	med	med	T-:----:--:----	O	
8-3	andre	anden	PI:p-u#:--:----	O	
8-4	ord	ord	NC:piu#:--:----	O	
8-5	er	være	VF:----:sa:----	O	
8-6	grundlaget	grundlag	NC:sdun:--:----	O	
8-7	for	for	T-:----:--:----	O	
8-8	et	en	PI:s-un:--:----	O	
8-9	stykke	stykke	NC:siun:--:----	B-stykke-4b	
8-10	godt	god	AD:----:--:p---	O	
8-11	og	og	CC:----:--:----	O	
8-12	nødvendigt	nødvendig	AD:----:--:p---	O	
8-13	infrastruktur	infrastruktur	NC:siuc:--:----	O	
8-14	lagt	lægge	VT:siu#:t-:----	O	
8-15	i	i	T-:----:--:----	O	
8-16	det	den	PM:s-un:--:----	O	
8-17	forslag	forslag	NC:siun:--:----	O	
8-18	til	til	T-:----:--:----	O	
8-19	anlægslov	anlægslov	NC:siuc:--:----	O	
8-20	,	,	ZD	O	
8-21	som	som	US:----:--:----	O	
8-22	vi	vi	PP:p-nc:--:-1n-	O	
8-23	har	have	VF:----:sa:----	O	
8-24	fremsat	fremsat	VT:siu#:t-:----	O	
8-25	,	,	ZD	O	
8-26	og	og	CC:----:--:----	O	
8-27	som	som	US:----:--:----	O	
8-28	jeg	jeg	PP:s-nc:--:-1n-	O	
8-29	regner	regne	VF:----:sa:----	O	
8-30	med	med	T-:----:--:----	O	
8-31	at	at	CS:----:--:----	O	
8-32	Folketinget	folketing	NC:sdun:--:----	O	
8-33	om	om	T-:----:--:----	O	
8-34	kort	kort	AC:siu§:--:p---	O	
8-35	tid	tid	NC:siuc:--:----	O	
8-36	vil	ville	VF:----:sa:----	O	
8-37	vedtage	vedtage	VI:----:-a:----	O	
8-38	.	.	ZP	O	

#id=9
#text=Jegvil gerne læse et lille stykke op fra bemærkningerne til forslaget:
9-1	Jeg	jeg	PP:s-nc:--:-1n-	O	
9-2	vil	ville	VF:----:sa:----	O	
9-3	gerne	gerne	D-:----:--:u---	O	
9-4	læse	læse	VI:----:-a:----	O	
9-5	et	en	PI:s-un:--:----	O	
9-6	lille	lille	AC:s§u§:--:p---	O	
9-7	stykke	stykke	NC:siun:--:----	B-stykke-5c-5d	
9-8	op	op	D-:----:--:u---	O	
9-9	fra	fra	T-:----:--:----	O	
9-10	bemærkningerne	bemærkning	NC:pdu#:--:----	O	
9-11	til	til	T-:----:--:----	O	
9-12	forslaget	forslag	NC:sdun:--:----	O	
9-13	:	:	ZP	O	

#id=10
#text=Når man indtager anabole stoffer, kan der ske det, at kroppen helt eller delvis holder op med selv at producere stofferne, og når misbruget så ophører på et tidspunkt, går der et stykke tid, før kroppen igen producerer den normale mængde testosteron.
10-1	Når	når	CS:----:--:----	O	
10-2	man	man	PI:#-uc:--:----	O	
10-3	indtager	indtage	VF:----:sa:----	O	
10-4	anabole	anabol	AC:p#u#:--:p---	O	
10-5	stoffer	stof	NC:piu#:--:----	O	
10-6	,	,	ZD	O	
10-7	kan	kunne	VF:----:sa:----	O	
10-8	der	der	US:----:--:----	O	
10-9	ske	ske	VI:----:-a:----	O	
10-10	det	det	PP:s-un:--:-3n-	O	
10-11	,	,	ZD	O	
10-12	at	at	CS:----:--:----	O	
10-13	kroppen	krop	NC:sduc:--:----	O	
10-14	helt	hel	AD:----:--:p---	O	
10-15	eller	eller	----:--:----	O	
10-16	delvis	delvis	AD:----:--:p---	O	
10-17	holder	holde	VF:----:sa:----	O	
10-18	op	op	D-:----:--:u---	O	
10-19	med	med	D-:----:--:u---	O	
10-20	selv	selv	PM:#-u#:--:----	O	
10-21	at	at	UI:----:--:----	O	
10-22	producere	producere	VI:----:-a:----	O	
10-23	stofferne	stof	NC:pdu#:--:----	O	
10-24	,	,	ZD	O	
10-25	og	og	CC:----:--:----	O	
10-26	når	når	CS:----:--:----	O	
10-27	misbruget	misbrug	NC:sdun:--:----	O	
10-28	så	så	D-:----:--:u---	O	
10-29	ophører	ophøre	VF:----:sa:----	O	
10-30	på	på	T-:----:--:----	O	
10-31	et	en	PI:s-un:--:----	O	
10-32	tidspunkt	tidspunkt	NC:siun:--:----	O	
10-33	,	,	ZD	O	
10-34	går	gå	VF:----:sa:----	O	
10-35	der	der	US:----:--:----	O	
10-36	et	en	PI:s-un:--:----	O	
10-37	stykke	stykke	NC:siun:--:----	B-stykke-3a	
10-38	tid	tid	NC:siuc:--:----	O	
10-39	,	,	ZD	O	
10-40	før	før	CS:----:--:----	O	
10-41	kroppen	krop	NC:sduc:--:----	O	
10-42	igen	igen	D-:----:--:u---	O	
10-43	producerer	producere	VF:----:sa:----	O	
10-44	den	den	PM:s-uc:--:----	O	
10-45	normale	normal	AC:sdu#:--:p---	O	
10-46	mængde	mængde	NC:siuc:--:----	O	
10-47	testosteron	testosteron	NC:siun:--:----	O	
10-48	.	.	ZP	O	

#id=11
#text=Og jeg kan konstatere, at det er lidt underligt, at ministeren gør meget ud  af at sige, at vi ikke skal tale os væk fra hinanden, for jeg vil da ikke lægge skjul på, at det synes jeg jo nok at ministeren gjorde en del ud af at gøre, når det kom til stykket.
11-1	Og	og	CC:----:--:----	O	
11-2	jeg	jeg	PP:s-nc:--:-1n-	O	
11-3	kan	kunne	VF:----:sa:----	O	
11-4	konstatere	konstatere	VI:----:-a:----	O	
11-5	,	,	ZD	O	
11-6	at	at	CS:----:--:----	O	
11-7	det	det	PP:s-un:--:-3n-	O	
11-8	er	være	VF:----:sa:----	O	
11-9	lidt	lidt	AD:----:--:p---	O	
11-10	underligt	underlig	AC:siun:--:p---	O	
11-11	,	,	ZD	O	
11-12	at	at	CS:----:--:----	O	
11-13	ministeren	minister	NC:sduc:--:----	O	
11-14	gør	gøre	VF:----:sa:----	O	
11-15	meget	megen	AD:----:--:p---	O	
11-16	ud	ud	D-:----:--:u---	O	
11-17	af	af	T-:----:--:----	O	
11-18	at	at	UI:----:--:----	O	
11-19	sige	sige	VI:----:-a:----	O	
11-20	,	,	ZD	O	
11-21	at	at	CS:----:--:----	O	
11-22	vi	vi	PP:p-nc:--:-1n-	O	
11-23	ikke	ikke	D-:----:--:u---	O	
11-24	skal	skulle	VF:----:sa:----	O	
11-25	tale	tale	VI:----:-a:----	O	
11-26	os	vi	PP:p-uc:--:-1#-	O	
11-27	væk	væk	D-:----:--:u---	O	
11-28	fra	fra	T-:----:--:----	O	
11-29	hinanden	hinanden	PC:p-u-:--:----	O	
11-30	,	,	ZD	O	
11-31	for	for	CC:----:--:----	O	
11-32	jeg	jeg	PP:s-nc:--:-1n-	O	
11-33	vil	ville	VF:----:sa:----	O	
11-34	da	da	D-:----:--:u---	O	
11-35	ikke	ikke	D-:----:--:u---	O	
11-36	lægge	lægge	VI:----:-a:----	O	
11-37	skjul	skjul	NC:siun:--:----	O	
11-38	på	på	T-:----:--:----	O	
11-39	,	,	ZD	O	
11-40	at	at	CS:----:--:----	O	
11-41	det	det	PP:s-un:--:-3n-	O	
11-42	synes	syne	VF:----:sp:----	O	
11-43	jeg	jeg	PP:s-nc:--:-1n-	O	
11-44	jo	jo	D-:----:--:u---	O	
11-45	nok	nok	D-:----:--:u---	O	
11-46	at	at	CS:----:--:----	O	
11-47	ministeren	minister	NC:sduc:--:----	O	
11-48	gjorde	gøre	VF:----:ta:----	O	
11-49	en	en	PI:s-uc:--:----	O	
11-50	del	del	NC:siuc:--:----	O	
11-51	ud	ud	D-:----:--:u---	O	
11-52	af	af	T-:----:--:----	O	
11-53	at	at	UI:----:--:----	O	
11-54	gøre	gøre	VI:----:-a:----	O	
11-55	,	,	ZD	O	
11-56	når	når	CS:----:--:----	O	
11-57	det	det	PP:s-un:--:-3n-	O	
11-58	kom	komme	VF:----:ta:----	O	
11-59	til	til	T-:----:--:----	O	
11-60	stykket	stykke	NC:sdun:--:----	B-stykke-F-når-det-kommer-til-stykket	
11-61	.	.	ZP	O	

#id=12
#text=Atandelen af unge med seksuelt overførte sygdomme på tilsvarende måde er stigende, er formodentlig _ jeg siger formodentlig _ et langt stykke hen ad vejen en anden side af samme problemstilling.
12-1	At	at	CS:----:--:----	O	
12-2	andelen	andel	NC:sduc:--:----	O	
12-3	af	af	T-:----:--:----	O	
12-4	unge	unge	NC:siuc:--:----	O	
12-5	med	med	T-:----:--:----	O	
12-6	seksuelt	seksuel	AD:----:--:p---	O	
12-7	overførte	overføre	VP:p#u#:t-:----	O	
12-8	sygdomme	sygdom	NC:piu#:--:----	O	
12-9	på	på	T-:----:--:----	O	
12-10	tilsvarende	tilsvarende	AC:§§u§:--:p---	O	
12-11	måde	måde	NC:siuc:--:----	O	
12-12	er	være	VF:----:sa:----	O	
12-13	stigende	stige	VP:##u#:s-:----	O	
12-14	,	,	ZD	O	
12-15	er	være	VF:----:sa:----	O	
12-16	formodentlig	formodentlig	AD:----:--:p---	O	
12-17	_	_	NC:piu#:--:----	O	
12-18	jeg	jeg	NC:siun:--:----	O	
12-19	siger	sige	VF:----:sa:----	O	
12-20	formodentlig	formodentlig	AD:----:--:p---	O	
12-21	_	_	NC:piu#:--:----	O	
12-22	et	en	PI:s-un:--:----	O	
12-23	langt	lang	AC:siun:--:p---	O	
12-24	stykke	stykke	NC:siun:--:----	B-stykke-F-et-langt-stykke-(af-vejen)/et-langt-stykke-hen-ad-vejen	
12-25	hen	hen	D-:----:--:u---	O	
12-26	ad	ad	T-:----:--:----	O	
12-27	vejen	vej	NC:sduc:--:----	O	
12-28	en	en	PI:s-uc:--:----	O	
12-29	anden	anden	PI:s-uc:--:----	O	
12-30	side	side	NC:siuc:--:----	O	
12-31	af	af	T-:----:--:----	O	
12-32	samme	samme	AC:§§u§:--:p---	O	
12-33	problemstilling	problemstilling	NC:siuc:--:----	O	
12-34	.	.	ZP	O	

#id=13
#text=Man terroriseres af Taleban, og derfor tror jeg, at de der 90 pct. er glade for, at vi er der, og 42 pct. føler altså også, at de har større tillid til fremtiden end før, mens kun et stykke under 40 pct. har en mere negativ opfattelse.
13-1	Man	man	PI:#-uc:--:----	O	
13-2	terroriseres	terrorisere	VF:----:sp:----	O	
13-3	af	af	T-:----:--:----	O	
13-4	Taleban	Taleban	NP:siu#:--:----	O	
13-5	,	,	ZD	O	
13-6	og	og	CC:----:--:----	O	
13-7	derfor	derfor	D-:----:--:u---	O	
13-8	tror	tro	VF:----:sa:----	O	
13-9	jeg	jeg	PP:s-nc:--:-1n-	O	
13-10	,	,	ZD	O	
13-11	at	at	CS:----:--:----	O	
13-12	de	de	PP:p-n#:--:-3n-	O	
13-13	der	der	US:----:--:----	O	
13-14	90	90	LC:--u-:--:----	O	
13-15	pct	procent	NC:piu#:--:----	O	
13-16	.	.	ZP	O	
13-17	er	være	VF:----:sa:----	O	
13-18	glade	glad	AC:p#u#:--:p---	O	
13-19	for	for	T-:----:--:----	O	
13-20	,	,	ZD	O	
13-21	at	at	CS:----:--:----	O	
13-22	vi	vi	PP:p-nc:--:-1n-	O	
13-23	er	være	VF:----:sa:----	O	
13-24	der	der	D-:----:--:u---	O	
13-25	,	,	ZD	O	
13-26	og	og	CC:----:--:----	O	
13-27	42	42	LC:--u-:--:----	O	
13-28	pct	procent	NC:piu#:--:----	O	
13-29	.	.	ZP	O	
13-30	føler	føle	VF:----:sa:----	O	
13-31	altså	altså	D-:----:--:u---	O	
13-32	også	også	D-:----:--:u---	O	
13-33	,	,	ZD	O	
13-34	at	at	CS:----:--:----	O	
13-35	de	de	PP:p-n#:--:-3n-	O	
13-36	har	have	VF:----:sa:----	O	
13-37	større	stor	AC:##u#:--:c---	O	
13-38	tillid	tillid	NC:siuc:--:----	O	
13-39	til	til	T-:----:--:----	O	
13-40	fremtiden	fremtid	NC:sduc:--:----	O	
13-41	end	end	D-:----:--:u---	O	
13-42	før	før	D-:----:--:u---	O	
13-43	,	,	ZD	O	
13-44	mens	mens	CS:----:--:----	O	
13-45	kun	kun	D-:----:--:u---	O	
13-46	et	en	PI:s-un:--:----	O	
13-47	stykke	stykke	NC:siun:--:----	B-stykke-4b	
13-48	under	under	T-:----:--:----	O	
13-49	40	40	LC:--u-:--:----	O	
13-50	pct	procent	NC:piu#:--:----	O	
13-51	.	.	ZP	O	
13-52	har	have	VF:----:sa:----	O	
13-53	en	en	PI:s-uc:--:----	O	
13-54	mere	megen	AD:----:--:c---	O	
13-55	negativ	negativ	AC:siuc:--:p---	O	
13-56	opfattelse	opfattelse	NC:siuc:--:----	O	
13-57	.	.	ZP	O	

#id=14
#text=Forslagsstillernehar jo forsøgt på at konkretisere, hvad det er, de mener,  og jeg har allerede problematiseret et af stykkerne og sagt, at allerede der er der jo nærmest ingen grænser for, hvad der kan blive opfattet som værende chikane, og at man altså, uden at man overhovedet ved det, uden at man har fået et tilhold, uden at man har fået en advarsel, uden noget som helst og  som lyn fra en klar himmel pludselig står til 2 års fængsel.
14-1	Forslagsstillerne	forslagsstiller	NC:pdu#:--:----	O	
14-2	har	have	VF:----:sa:----	O	
14-3	jo	jo	D-:----:--:u---	O	
14-4	forsøgt	forsøge	VT:siu#:t-:----	O	
14-5	på	på	T-:----:--:----	O	
14-6	at	at	UI:----:--:----	O	
14-7	konkretisere	konkretisere	VI:----:-a:----	O	
14-8	,	,	ZD	O	
14-9	hvad	hvad	PR:s-u#:--:----	O	
14-10	det	det	PP:s-un:--:-3n-	O	
14-11	er	være	VF:----:sa:----	O	
14-12	,	,	ZD	O	
14-13	de	de	PP:p-n#:--:-3n-	O	
14-14	mener	mene	VF:----:sa:----	O	
14-15	,	,	ZD	O	
14-16	og	og	CC:----:--:----	O	
14-17	jeg	jeg	PP:s-nc:--:-1n-	O	
14-18	har	have	VF:----:sa:----	O	
14-19	allerede	allerede	D-:----:--:u---	O	
14-20	problematiseret	problematisere	VT:siu#:t-:----	O	
14-21	et	en	PI:s-un:--:----	O	
14-22	af	af	T-:----:--:----	O	
14-23	stykkerne	stykke	NC:pdu#:--:----	B-stykke-5c-5d	
14-24	og	og	CC:----:--:----	O	
14-25	sagt	sige	VT:siu#:t-:----	O	
14-26	,	,	ZD	O	
14-27	at	at	CS:----:--:----	O	
14-28	allerede	allerede	D-:----:--:u---	O	
14-29	der	der	US:----:--:----	O	
14-30	er	være	VF:----:sa:----	O	
14-31	der	der	US:----:--:----	O	
14-32	jo	jo	D-:----:--:u---	O	
14-33	nærmest	nær	AD:----:--:s---	O	
14-34	ingen	ingen	PI:s-uc:--:----	O	
14-35	grænser	grænse	NC:piu#:--:----	O	
14-36	for	for	T-:----:--:----	O	
14-37	,	,	ZD	O	
14-38	hvad	hvad	PR:s-u#:--:----	O	
14-39	der	der	US:----:--:----	O	
14-40	kan	kunne	VF:----:sa:----	O	
14-41	blive	blive	VI:----:-a:----	O	
14-42	opfattet	opfatte	VT:siu#:t-:----	O	
14-43	som	som	US:----:--:----	O	
14-44	værende	være	VP:##u#:s-:----	O	
14-45	chikane	chikane	NC:siuc:--:----	O	
14-46	,	,	ZD	O	
14-47	og	og	CC:----:--:----	O	
14-48	at	at	CS:----:--:----	O	
14-49	man	man	PI:#-uc:--:----	O	
14-50	altså	altså	D-:----:--:u---	O	
14-51	,	,	ZD	O	
14-52	uden	uden	D-:----:--:u---	O	
14-53	at	at	CS:----:--:----	O	
14-54	man	man	PI:#-uc:--:----	O	
14-55	overhovedet	overhovedet	D-:----:--:u---	O	
14-56	ved	vide	VF:----:sa:----	O	
14-57	det	det	PP:s-un:--:-3n-	O	
14-58	,	,	ZD	O	
14-59	uden	uden	D-:----:--:u---	O	
14-60	at	at	CS:----:--:----	O	
14-61	man	man	PI:#-uc:--:----	O	
14-62	har	have	VF:----:sa:----	O	
14-63	fået	få	VT:siu#:t-:----	O	
14-64	et	en	PI:s-un:--:----	O	
14-65	tilhold	tilhold	NC:siun:--:----	O	
14-66	,	,	ZD	O	
14-67	uden	uden	D-:----:--:u---	O	
14-68	at	at	CS:----:--:----	O	
14-69	man	man	PI:#-uc:--:----	O	
14-70	har	have	VF:----:sa:----	O	
14-71	fået	få	VT:siu#:t-:----	O	
14-72	en	en	PI:s-uc:--:----	O	
14-73	advarsel	advarsel	NC:siuc:--:----	O	
14-74	,	,	ZD	O	
14-75	uden	uden	T-:----:--:----	O	
14-76	noget	nogen	PI:s-un:--:----	O	
14-77	som	som	US:----:--:----	O	
14-78	helst	helst	D-:----:--:u---	O	
14-79	og	og	CC:----:--:----	O	
14-80	som	som	US:----:--:----	O	
14-81	lyn	lyn	NC:siun:--:----	O	
14-82	fra	fra	T-:----:--:----	O	
14-83	en	en	PI:s-uc:--:----	O	
14-84	klar	klar	AC:siuc:--:p---	O	
14-85	himmel	himmel	NC:siuc:--:----	O	
14-86	pludselig	pludselig	D-:----:--:u---	O	
14-87	står	stå	VF:----:sa:----	O	
14-88	til	til	T-:----:--:----	O	
14-89	2	2	LC:--u-:--:----	O	
