 # de.tudarmstadt.ukp.dkpro.core.api.segmentation.type.Lemma | value # de.tudarmstadt.ukp.dkpro.core.api.lexmorph.type.pos.POS | PosValue
#id=1
#text=De danske arkæologer har også fået grønt lys til at forberede nye udgravninger i emiraterne.
2-4	lys	lys|lys-1g|lys-1f|lys-1e|lys-1d|lys-1-1a-1b-1c-1f|Lys-2|lys-F-bengalsk-lys|lys-F-grønt/gult/rødt-lys|lys-F-levende-lys|lys-F-se-lyset|lys-F-sætte-sit-lys-under-en-skæppe|lys-F-tåle-dagens-lys|lys-F-stille/sætte-i-et-dårligt-lys|lys-F-se-dagens-lys|lys-F-rank-som-et-lys|lys-F-lys-i-mørket|lys-F-lede/søge-med-lys-og-lygte|lys-F-komme-for-dagens-lys|lys-F-kaste-lys-over|lys-F-i-lyset-af|lys-F-i-et-nyt-(andet-..)-lys|lys-F-gå-ud-som-et-lys|lys-F-grønt-lys(for-noget)|lys-F-føre-nogen-bag-lyset|lys-F-der-går-et-lys-op-for-nogen|lys-F-brænde-sit-lys-i-begge-ender|lys-5|lys-4|lys-3	NC:siun:--:----	
2-5	der	der	US:----:--:----	
2-6	.	.	ZP	

#id=3
#text=Merkels socialdemokratiske finansminister, Peer Steinbrück, siger imidlertid, at regeringen ikke havde noget alternativ til øget låntagning i lyset "af denne historiske, næsten enestående situation".
3-1	Merkels	Merkels	NP:sig#:--:----	
3-2	socialdemokratiske	socialdemokratisk	AC:sdu#:--:p---	
3-3	finansminister	finansminister	NC:siuc:--:----	
3-4	,	,	ZD	
3-5	Peer	peer	NC:siuc:--:----	
3-6	Steinbrück	Steinbrück	NP:siu#:--:----	
3-7	,	,	ZD	
3-8	siger	sige	VF:----:sa:----	
3-9	imidlertid	imidlertid	D-:----:--:u---	
3-10	,	,	ZD	
3-11	at	at	CS:----:--:----	
3-12	regeringen	regering	NC:sduc:--:----	
3-13	ikke	ikke	D-:----:--:u---	
3-14	havde	have	VF:----:ta:----	
3-15	noget	nogen	PI:s-un:--:----	
3-16	alternativ	alternativ	NC:siun:--:----	
3-17	til	til	T-:----:--:----	
3-18	øget	øg	NC:sdun:--:----	
3-19	låntagning	låntagning	NC:siuc:--:----	
3-20	i	i	T-:----:--:----	
3-21	lyset	lys|lys-5|lys-F-føre-nogen-bag-lyset|lys-F-grønt-lys(for-noget)|lys-F-i-et-nyt-(andet-..)-lys|lys-F-lede/søge-med-lys-og-lygte|lys-F-se-dagens-lys|lys-F-tåle-dagens-lys|lys-F-stille/sætte-i-et-dårligt-lys|lys-F-se-lyset|lys-F-rank-som-et-lys|lys-F-lys-i-mørket|lys-F-levende-lys|lys-F-komme-for-dagens-lys|lys-F-kaste-lys-over|lys-F-i-lyset-af|lys-F-gå-ud-som-et-lys|lys-F-grønt/gult/rødt-lys|lys-F-der-går-et-lys-op-for-nogen|lys-F-brænde-sit-lys-i-begge-ender|lys-F-bengalsk-lys|lys-4|lys-3|Lys-2|lys-1-1a-1b-1c-1f|lys-1f|lys-1e|lys-1d|lys-1g|lys-F-sætte-sit-lys-under-en-skæppe	NC:sdun:--:----	
3-22	"	"	ZI	
3-23	af	af	T-:----:--:----	
3-24	denne	denne	PM:s-uc:--:----	
3-25	historiske	historisk	AC:sdu#:--:p---	
3-26	,	,	ZD	
3-27	næsten	næsten	D-:----:--:u---	
3-28	enestående	enestående	AC:§§u§:--:p---	
3-29	situation	situation	NC:siuc:--:----	
3-30	"	"	ZI	
3-31	.	.	ZP	

#id=4
#text=I ventetiden på en ny plade, som skulle se dagens lys i løbet af året på et marked, hvor det er blevet svært at være voksen, fejrer Montell  fødselsdagen med en børnekoncert i Tivolis Koncertsal til fordel for familier med kræftramte børn.
4-1	I	i	T-:----:--:----	
4-2	ventetiden	ventetid	NC:sduc:--:----	
4-3	på	på	T-:----:--:----	
4-4	en	en	PI:s-uc:--:----	
4-5	ny	ny	AC:siuc:--:p---	
4-6	plade	plade	NC:siuc:--:----	
4-7	,	,	ZD	
4-8	som	som	US:----:--:----	
4-9	skulle	skulle	VF:----:ta:----	
4-10	se	se	VI:----:-a:----	
4-11	dagens	dag	NC:sdgc:--:----	
4-12	lys	lys|lys-1d|lys-1f|lys-4|lys-F-bengalsk-lys|lys-F-der-går-et-lys-op-for-nogen|lys-F-grønt/gult/rødt-lys|lys-F-gå-ud-som-et-lys|lys-F-i-lyset-af|lys-F-komme-for-dagens-lys|lys-F-rank-som-et-lys|lys-F-se-lyset|lys-F-tåle-dagens-lys|lys-F-sætte-sit-lys-under-en-skæppe|lys-F-stille/sætte-i-et-dårligt-lys|lys-F-se-dagens-lys|lys-F-lys-i-mørket|lys-F-levende-lys|lys-F-lede/søge-med-lys-og-lygte|lys-F-kaste-lys-over|lys-F-i-et-nyt-(andet-..)-lys|lys-F-grønt-lys(for-noget)|lys-F-føre-nogen-bag-lyset|lys-F-brænde-sit-lys-i-begge-ender|lys-5|lys-3|Lys-2|lys-1g|lys-1e|lys-1-1a-1b-1c-1f	NC:siun:--:----	
4-13	i	i	T-:----:--:----	
4-14	løbet	løb	NC:sdun:--:----	
4-15	af	af	T-:----:--:----	
4-16	året	år	NC:sdun:--:----	
4-17	på	på	T-:----:--:----	
4-18	et	en	PI:s-un:--:----	
4-19	marked	marked	NC:siun:--:----	
4-20	,	,	ZD	
4-21	hvor	hvor	D-:----:--:u---	
4-22	det	det	PP:s-un:--:-3n-	
4-23	er	være	VF:----:sa:----	
4-24	blevet	blive	VT:siu#:t-:----	
4-25	svært	svær	AC:siun:--:p---	
4-26	at	at	UI:----:--:----	
4-27	være	være	VI:----:-a:----	
4-28	voksen	voksen	AC:siuc:--:p---	
4-29	,	,	ZD	
4-30	fejrer	fejre	VF:----:sa:----	
4-31	Montell	Montell	NP:siu#:--:----	
4-32	fødselsdagen	fødselsdag	NC:sduc:--:----	
4-33	med	med	T-:----:--:----	
4-34	en	en	PI:s-uc:--:----	
4-35	børnekoncert	børnekoncert	NC:siuc:--:----	
4-36	i	i	T-:----:--:----	
4-37	Tivolis	tivoli	NW:----:--:----	
4-38	Koncertsal	koncertsal	NC:siuc:--:----	
4-39	til	til	T-:----:--:----	
4-40	fordel	fordel	NC:siuc:--:----	
4-41	for	for	T-:----:--:----	
4-42	familier	familie	NC:piu#:--:----	
4-43	med	med	T-:----:--:----	
4-44	kræftramte	kræftramt	AC:p#u#:--:p---	
4-45	børn	barn	NC:piu#:--:----	
4-46	.	.	ZP	

#id=5
#text="Vi har haft et par af billederne i mange år, men de passede ikke ind i den gamle lejlighed, hvor der ikke var så meget lys, og hvor det blev for uroligt sammen med stuk og fyldningsdøre.
5-1	"	"	ZI	
5-2	Vi	vi	PP:p-nc:--:-1n-	
5-3	har	have	VF:----:sa:----	
5-4	haft	have	VT:siu#:t-:----	
5-5	et	en	PI:s-un:--:----	
5-6	par	par	NC:siun:--:----	
5-7	af	af	T-:----:--:----	
5-8	billederne	billede	NC:pdu#:--:----	
5-9	i	i	T-:----:--:----	
5-10	mange	mangen	AC:p#u#:--:p---	
5-11	år	år	NC:piu#:--:----	
5-12	,	,	ZD	
5-13	men	men	CC:----:--:----	
5-14	de	de	:--:-3n-	
5-15	passede	passe	VF:----:ta:----	
5-16	ikke	ikke	D-:----:--:u---	
5-17	ind	ind	D-:----:--:u---	
5-18	i	i	T-:----:--:----	
5-19	den	den	PM:s-uc:--:----	
5-20	gamle	gammel	AC:sdu#:--:p---	
5-21	lejlighed	lejlighed	NC:siuc:--:----	
5-22	,	,	ZD	
5-23	hvor	hvor	D-:----:--:u---	
5-24	der	der	US:----:--:----	
5-25	ikke	ikke	D-:----:--:u---	
5-26	var	være	VF:----:ta:----	
5-27	så	så	D-:----:--:u---	
5-28	meget	megen	AC:siu§:--:p---	
5-29	lys	lys|lys-F-grønt-lys(for-noget)|lys-F-i-et-nyt-(andet-..)-lys|lys-F-kaste-lys-over|lys-F-lede/søge-med-lys-og-lygte|lys-F-levende-lys|lys-F-lys-i-mørket|lys-F-se-dagens-lys|lys-F-stille/sætte-i-et-dårligt-lys|lys-F-sætte-sit-lys-under-en-skæppe|lys-F-tåle-dagens-lys|lys-F-se-lyset|lys-F-rank-som-et-lys|lys-F-komme-for-dagens-lys|lys-F-i-lyset-af|lys-F-gå-ud-som-et-lys|Lys-2|lys-3|lys-4|lys-1d|lys-1e|lys-1g|lys-1f|lys-1-1a-1b-1c-1f|lys-5|lys-F-brænde-sit-lys-i-begge-ender|lys-F-føre-nogen-bag-lyset|lys-F-grønt/gult/rødt-lys|lys-F-der-går-et-lys-op-for-nogen|lys-F-bengalsk-lys	NC:siun:--:----	
5-30	,	,	ZD	
5-31	og	og	CC:----:--:----	
5-32	hvor	hvor	D-:----:--:u---	
5-33	det	det	PP:s-un:--:-3n-	
5-34	blev	blive	VF:----:ta:----	
5-35	for	for	T-:----:--:----	
5-36	uroligt	urolig	AD:----:--:p---	
5-37	sammen	sammen	D-:----:--:u---	
5-38	med	med	T-:----:--:----	
5-39	stuk	stuk	NC:siu#:--:----	
5-40	og	og	CC:----:--:----	
5-41	fyldningsdøre	fyldningsdør	NC:piu#:--:----	
5-42	.	.	ZP	

#id=6
#text= Mange vigtige oplysninger om, hvordan magten udøves i Danmark, ville ikke se dagens lys, hvis det ikke var for dagbladene.
6-1	Mange	mangen	AC:p#u#:--:p---	
6-2	vigtige	vigtig	AC:p#u#:--:p---	
6-3	oplysninger	oplysning	NC:piu#:--:----	
6-4	om	om	T-:----:--:----	
6-5	,	,	ZD	
6-6	hvordan	hvordan	D-:----:--:u---	
6-7	magten	magt	NC:sduc:--:----	
6-8	udøves	udøve	VF:----:sp:----	
6-9	i	i	T-:----:--:----	
6-10	Danmark	Danmark	NP:siu#:--:----	
6-11	,	,	ZD	
6-12	ville	ville	VF:----:ta:----	
6-13	ikke	ikke	D-:----:--:u---	
6-14	se	se	VI:----:-a:----	
6-15	dagens	dag	NC:sdgc:--:----	
6-16	lys	lys|lys-3|lys-1f|lys-1g|Lys-2|lys-1e|lys-1-1a-1b-1c-1f|lys-1d|lys-4|lys-5|lys-F-bengalsk-lys|lys-F-der-går-et-lys-op-for-nogen|lys-F-føre-nogen-bag-lyset|lys-F-grønt/gult/rødt-lys|lys-F-gå-ud-som-et-lys|lys-F-i-et-nyt-(andet-..)-lys|lys-F-i-lyset-af|lys-F-komme-for-dagens-lys|lys-F-lede/søge-med-lys-og-lygte|lys-F-levende-lys|lys-F-rank-som-et-lys|lys-F-se-dagens-lys|lys-F-se-lyset|lys-F-tåle-dagens-lys|lys-F-sætte-sit-lys-under-en-skæppe|lys-F-stille/sætte-i-et-dårligt-lys|lys-F-lys-i-mørket|lys-F-kaste-lys-over|lys-F-grønt-lys(for-noget)|lys-F-brænde-sit-lys-i-begge-ender	NC:siun:--:----	
6-17	,	,	ZD	
6-18	hvis	hvis	CS:----:--:----	
6-19	det	det	PP:s-un:--:-3n-	
6-20	ikke	ikke	D-:----:--:u---	
6-21	var	være	VF:----:ta:----	
6-22	for	for	T-:----:--:----	
6-23	dagbladene	dagblad	NC:pdu#:--:----	
6-24	.	.	ZP	

#id=7
#text= På et tidspunkt slukker de lyset i maskinen.
7-1	På	på	T-:----:--:----	
7-2	et	en	PI:s-un:--:----	
7-3	tidspunkt	tidspunkt	NC:siun:--:----	
7-4	slukker	slukke	VF:----:sa:----	
7-5	de	de	PP:p-n#:--:-3n-	
7-6	lyset	lys|lys-F-stille/sætte-i-et-dårligt-lys|lys-F-tåle-dagens-lys|lys-F-sætte-sit-lys-under-en-skæppe|lys-F-se-lyset|lys-5|lys-F-bengalsk-lys|lys-F-brænde-sit-lys-i-begge-ender|lys-F-der-går-et-lys-op-for-nogen|lys-F-føre-nogen-bag-lyset|lys-F-grønt-lys(for-noget)|lys-F-gå-ud-som-et-lys|lys-F-i-et-nyt-(andet-..)-lys|lys-F-kaste-lys-over|lys-F-komme-for-dagens-lys|lys-F-lede/søge-med-lys-og-lygte|lys-F-lys-i-mørket|lys-F-rank-som-et-lys|lys-F-se-dagens-lys|lys-F-levende-lys|lys-F-i-lyset-af|lys-F-grønt/gult/rødt-lys|lys-1d|lys-1-1a-1b-1c-1f|lys-1e|lys-1f|lys-1g|lys-3|lys-4|Lys-2	NC:sdun:--:----	
7-7	i	i	T-:----:--:----	
7-8	maskinen	maskine	NC:sduc:--:----	
7-9	.	.	ZP	

#id=8
#text= I dette lys er det ikke betryggende at opleve repræsentanter for såvel regeringen som Dansk Folkeparti tage afstand fra menneskerettighederne og ligefrem tale om at opsige de konventionsmæssige forpligtelser.
8-1	I	i	T-:----:--:----	
8-2	dette	denne	PM:s-un:--:----	
8-3	lys	lys|Lys-2|lys-3|lys-4|lys-F-bengalsk-lys|lys-F-brænde-sit-lys-i-begge-ender|lys-F-der-går-et-lys-op-for-nogen|lys-F-føre-nogen-bag-lyset|lys-F-grønt/gult/rødt-lys|lys-F-grønt-lys(for-noget)|lys-F-gå-ud-som-et-lys|lys-F-i-lyset-af|lys-F-kaste-lys-over|lys-F-komme-for-dagens-lys|lys-F-levende-lys|lys-F-lys-i-mørket|lys-F-rank-som-et-lys|lys-F-se-lyset|lys-F-stille/sætte-i-et-dårligt-lys|lys-F-tåle-dagens-lys|lys-F-sætte-sit-lys-under-en-skæppe|lys-F-se-dagens-lys|lys-F-lede/søge-med-lys-og-lygte|lys-F-i-et-nyt-(andet-..)-lys|lys-5|lys-1g|lys-1d|lys-1e|lys-1f|lys-1-1a-1b-1c-1f	NC:siun:--:----	
8-4	er	være	VF:----:sa:----	
8-5	det	det	PP:s-un:--:-3n-	
8-6	ikke	ikke	D-:----:--:u---	
8-7	betryggende	betryggende	AC:§§u§:--:p---	
8-8	at	at	UI:----:--:----	
8-9	opleve	opleve	VI:----:-a:----	
8-10	repræsentanter	repræsentant	NC:piu#:--:----	
8-11	for	for	T-:----:--:----	
8-12	såvel	såvel	CC:----:--:----	
8-13	regeringen	regering	NC:sduc:--:----	
8-14	som	som	US:----:--:----	
8-15	Dansk	dansk	AC:siu§:--:p---	
8-16	Folkeparti	folkeparti	NC:siun:--:----	
8-17	tage	tage	VI:----:-a:----	
8-18	afstand	afstand	NC:siuc:--:----	
8-19	fra	fra	T-:----:--:----	
8-20	menneskerettighederne	menneskerettighed	NC:pdu#:--:----	
8-21	og	og	CC:----:--:----	
8-22	ligefrem	ligefrem	AC:siuc:--:p---	
8-23	tale	tale	NC:siuc:--:----	
8-24	om	om	T-:----:--:----	
8-25	at	at	UI:----:--:----	
8-26	opsige	opsige	VI:----:-a:----	
8-27	de	de	NP:siu#:--:----	
8-28	konventionsmæssige	konventionsmæssige	VI:----:-a:----	
8-29	forpligtelser	forpligtelse	NC:piu#:--:----	
8-30	.	.	ZP	

#id=9
#text= Prognoser af denne art udføres af mange økonomer, men Dansk Industris seneste af slagsen kan især kaste lys over, hvordan deres medlemsvirksomheder oplever hverdagen med bankerne.
9-1	Prognoser	prognose	NC:piu#:--:----	
9-2	af	af	T-:----:--:----	
9-3	denne	denne	PM:s-uc:--:----	
9-4	art	art	NC:siuc:--:----	
9-5	udføres	udføre	VF:----:sp:----	
9-6	af	af	T-:----:--:----	
9-7	mange	mangen	AC:p#u#:--:p---	
9-8	økonomer	økonom	NC:piu#:--:----	
9-9	,	,	ZD	
9-10	men	men	CC:----:--:----	
9-11	Dansk	dansk	AC:siu§:--:p---	
9-12	Industris	industri	NC:sigc:--:----	
9-13	seneste	sen	AC:§du§:--:s---	
9-14	af	af	T-:----:--:----	
9-15	slagsen	slags	NC:sduc:--:----	
9-16	kan	kunne	VF:----:sa:----	
9-17	især	især	D-:----:--:u---	
9-18	kaste	kaste	VI:----:-a:----	
9-19	lys	lys|lys-F-sætte-sit-lys-under-en-skæppe|lys-F-tåle-dagens-lys|lys-F-brænde-sit-lys-i-begge-ender|lys-F-der-går-et-lys-op-for-nogen|lys-F-føre-nogen-bag-lyset|lys-F-grønt/gult/rødt-lys|lys-F-grønt-lys(for-noget)|lys-F-gå-ud-som-et-lys|lys-F-i-et-nyt-(andet-..)-lys|lys-F-i-lyset-af|lys-F-kaste-lys-over|lys-F-lede/søge-med-lys-og-lygte|lys-F-levende-lys|lys-F-lys-i-mørket|lys-F-rank-som-et-lys|lys-F-se-dagens-lys|lys-F-se-lyset|lys-F-stille/sætte-i-et-dårligt-lys|lys-F-komme-for-dagens-lys|lys-1d|lys-1e|lys-1g|Lys-2|lys-3|lys-4|lys-5|lys-F-bengalsk-lys|lys-1f|lys-1-1a-1b-1c-1f	NC:siun:--:----	
9-20	over	over	T-:----:--:----	
9-21	,	,	ZD	
9-22	hvordan	hvordan	D-:----:--:u---	
9-23	deres	deres	XY:----:--:----	
9-24	medlemsvirksomheder	medlemsvirksomhed	NC:piu#:--:----	
9-25	oplever	opleve	VF:----:sa:----	
9-26	hverdagen	hverdag	NC:sduc:--:----	
9-27	med	med	T-:----:--:----	
9-28	bankerne	bank	NC:pdu#:--:----	
9-29	.	.	ZP	

#id=10
#text=Publikumsfoyeren lader også til at blive et betagende rum, præget af lyset fra de projektioner, der skal spille på den blå dug om aftenen.
10-1	Publikumsfoyeren	Publikumsfoyeren	NP:siu#:--:----	
10-2	lader	lade	VF:----:sa:----	
10-3	også	også	D-:----:--:u---	
10-4	til	til	T-:----:--:----	
10-5	at	at	UI:----:--:----	
10-6	blive	blive	VI:----:-a:----	
10-7	et	en	PI:s-un:--:----	
10-8	betagende	betagende	AC:§§u§:--:p---	
10-9	rum	rum	NC:siun:--:----	
10-10	,	,	ZD	
10-11	præget	præge	VT:siu#:t-:----	
10-12	af	af	T-:----:--:----	
10-13	lyset	lys|lys-F-komme-for-dagens-lys|-lys-og-lygte|lys-F-levende-lys|lys-F-rank-som-et-lys|lys-F-se-dagens-lys|lys-F-se-lyset|lys-F-stille/sætte-i-et-dårligt-lys|lys-F-tåle-dagens-lys|lys-F-sætte-sit-lys-under-en-skæppe|lys-F-lys-i-mørket|lys-1e|lys-1f|lys-1g|Lys-2|lys-3|lys-4|lys-5|lys-F-bengalsk-lys|lys-F-brænde-sit-lys-i-begge-ender|lys-F-der-går-et-lys-op-for-nogen|lys-F-føre-nogen-bag-lyset|lys-F-grønt/gult/rødt-lys|lys-F-grønt-lys(for-noget)|lys-F-gå-ud-som-et-lys|lys-F-i-et-nyt-(andet-..)-lys|lys-F-i-lyset-af|lys-F-kaste-lys-over|lys-1-1a-1b-1c-1f|lys-1d	NC:sdun:--:----	
10-14	fra	fra	T-:----:--:----	
10-15	de	den	PM:p-u#:--:----	
10-16	projektioner	projektion	NC:piu#:--:----	
10-17	,	,	ZD	
10-18	der	der	US:----:--:----	
10-19	skal	skulle	VF:----:sa:----	
10-20	spille	spille	VI:----:-a:----	
10-21	på	på	T-:----:--:----	
10-22	den	den	PM:s-uc:--:----	
10-23	blå	blå	AC:sdu#:--:p---	
10-24	dug	dug	NC:siuc:--:----	
10-25	om	om	T-:----:--:----	
10-26	aftenen	aften	NC:sduc:--:----	
10-27	.	.	ZP	

