 # de.tudarmstadt.ukp.dkpro.core.api.segmentation.type.Lemma | value # de.tudarmstadt.ukp.dkpro.core.api.lexmorph.type.pos.POS | PosValue
#id=1
#text=Derfor sagde vi til regeringen, at vi ønskede forbedringer af sygedagpengesystemet, også i lyset af den her økonomiske krise, der selvfølgelig har en risiko for at presse flere mennesker ud.
1-1	Derfor	derfor	D-:----:--:u---	
3-5	lyset	lys|lys-1e|lys-1d|lys-1-1a-1b-1c-1f|lys-F-i-et-nyt-(andet-..)-lys|lys-F-sætte-sit-lys-under-en-skæppe|lys-F-tåle-dagens-lys|lys-F-stille/sætte-i-et-dårligt-lys|lys-F-se-lyset|lys-F-se-dagens-lys|lys-F-rank-som-et-lys|lys-F-lys-i-mørket|lys-F-levende-lys|lys-F-lede/søge-med-lys-og-lygte|lys-F-komme-for-dagens-lys|lys-F-kaste-lys-over|lys-F-i-lyset-af|lys-F-gå-ud-som-et-lys|lys-F-grønt-lys(for-noget)|grønt/gult/rødt-lys|lys-F-føre-nogen-bag-lyset|lys-F-der-går-et-lys-op-for-nogen|lys-F-brænde-sit-lys-i-begge-ender|lys-F-bengalsk-lys|lys-5|lys-4|lys-3|Lys-2|lys-1g|lys-1f	NC:sdun:--:----	
3-6	af	af	T-:----:--:----	
3-7	,	,	ZD	
3-8	at	at	CS:----:--:----	
3-9	vi	vi	PP:p-nc:--:-1n-	
3-10	netop	netop	D-:----:--:u---	
3-11	for	for	T-:----:--:----	
3-12	en	en	PI:s-uc:--:----	
3-13	uge	uge	NC:siuc:--:----	
3-14	siden	siden	D-:----:--:u---	
3-15	har	have	VF:----:sa:----	
3-16	fået	få	VT:siu#:t-:----	
3-17	en	en	PI:s-uc:--:----	
3-18	evaluering	evaluering	NC:siuc:--:----	
3-19	af	af	T-:----:--:----	
3-20	universitetsloven	universitetslov	NC:sduc:--:----	
3-21	,	,	ZD	
3-22	der	der	US:----:--:----	
3-23	jo	jo	D-:----:--:u---	
3-24	kommer	komme	VF:----:sa:----	
3-25	med	med	T-:----:--:----	
3-26	en	en	----	
3-27	rungende	runge	VP:##u#:s-:----	
3-28	kritik	kritik	NC:siuc:--:----	
3-29	af	af	T-:----:--:----	
3-30	den	den	PM:s-uc:--:----	
3-31	centralistiske	centralistisk	AC:sdu#:--:p---	
3-32	styring	styring	NC:siuc:--:----	
3-33	af	af	T-:----:--:----	
3-34	universiteterne	universitet	NC:pdu#:--:----	
3-35	,	,	ZD	
3-36	som	som	US:----:--:----	
3-37	er	være	VF:----:sa:----	
3-38	blevet	blive	VT:siu#:t-:----	
3-39	praktiseret	praktisere	VT:siu#:t-:----	
3-40	de	den	PM:p-u#:--:----	
3-41	seneste	sen	AC:§du§:--:s---	
3-42	år	år	NC:siun:--:----	
3-43	,	,	ZD	
3-44	ja	ja	I-:----:--:----	
3-45	,	,	ZD	
3-46	så	så	D-:----:--:u---	
3-47	ville	ville	VF:----:ta:----	
3-48	det	det	PP:s-un:--:-3n-	
3-49	være	være	VI:----:-a:----	
3-50	et	en	PI:s-un:--:----	
3-51	forkert	forkert	AC:siu§:--:p---	
3-52	signal	signal	NC:siun:--:----	
3-53	at	at	UI:----:--:----	
3-54	sende	sende	VI:----:-a:----	
3-55	,	,	ZD	
3-56	hvis	hvis	CS:----:--:----	
3-57	vi	vi	PP:p-nc:--:-1n-	
3-58	går	gå	VF:----:sa:----	
3-59	ind	ind	D-:----:--:u---	
3-60	nu	nu	D-:----:--:u---	
3-61	og	og	CC:----:--:----	
3-62	lovgiver	lovgive	VF:----:sa:----	
3-63	endnu	endnu	D-:----:--:u---	
3-64	mere	megen	AD:----:--:c---	
3-65	og	og	CC:----:--:----	
3-66	fastlægger	fastlægge	VF:----:sa:----	
3-67	endnu	endnu	D-:----:--:u---	
3-68	flere	mange	AC:##u#:--:c---	
3-69	centrale	central	AC:p#u#:--:p---	
3-70	regler	regel	NC:piu#:--:----	
3-71	.	.	ZP	

#id=4
#text= Ud fra regeringens synspunkt er det her, midlerne gør mest gavn, ikke mindst i lyset af, som Enhedslisten rigtigt påpeger, at  støj jo også har et sundhedsskadeligt potentiale.
4-1	Ud	ud	D-:----:--:u---	
4-2	fra	fra	T-:----:--:----	
4-3	regeringens	regering	NC:sdgc:--:----	
4-4	synspunkt	synspunkt	NC:siun:--:----	
4-5	er	være	VF:----:sa:----	
4-6	det	det	PP:s-un:--:-3n-	
4-7	her	her	D-:----:--:u---	
4-8	,	,	ZD	
4-9	midlerne	middel	NC:pdu#:--:----	
4-10	gør	gøre	VF:----:sa:----	
4-11	mest	megen	AD:----:--:s---	
4-12	gavn	gavn	NC:siuc:--:----	
4-13	,	,	ZD	
4-14	ikke	ikke	D-:----:--:u---	
4-15	mindst	liden	AD:----:--:s---	
4-16	i	i	T-:----:--:----	
4-17	lyset	lys|lys-1d|lys-1-1a-1b-1c-1f|lys-F-brænde-sit-lys-i-begge-ender|lys-F-bengalsk-lys|lys-5|lys-4|lys-3|Lys-2|lys-1g|lys-1f|lys-1e|lys-F-komme-for-dagens-lys|lys-F-sætte-sit-lys-under-en-skæppe|lys-F-tåle-dagens-lys|lys-F-stille/sætte-i-et-dårligt-lys|lys-F-se-lyset|lys-F-se-dagens-lys|lys-F-rank-som-et-lys|lys-F-lys-i-mørket|lys-F-levende-lys|lys-F-lede/søge-med-lys-og-lygte|lys-F-kaste-lys-over|lys-F-i-lyset-af|lys-F-i-et-nyt-(andet-..)-lys|lys-F-gå-ud-som-et-lys|lys-F-grønt-lys(for-noget)|lys-F-grønt/gult/rødt-lys|lys-F-føre-nogen-bag-lyset|lys-F-der-går-et-lys-op-for-nogen	NC:sdun:--:----	
4-18	af	af	T-:----:--:----	
4-19	,	,	ZD	
4-20	som	som	US:----:--:----	
4-21	Enhedslisten	Enhedslisten	NP:siu#:--:----	
4-22	rigtigt	rigtig	AD:----:--:p---	
4-23	påpeger	påpege	VF:----:sa:----	
4-24	,	,	ZD	
4-25	at	at	CS:----:--:----	
4-26	støj	støj	NC:siuc:--:----	
4-27	jo	jo	D-:----:--:u---	
4-28	også	også	D-:----:--:u---	
4-29	har	have	VF:----:sa:----	
4-30	et	en	PI:s-un:--:----	
4-31	sundhedsskadeligt	sundhedsskadelig	AC:siun:--:p---	
4-32	potentiale	potentiale	NC:siun:--:----	
4-33	.	.	ZP	

#id=5
#text=Der har været diskussioner om overgangsordningerne, og de skal jo ses i lyset af den økonomiske situation, som landbruget og hele samfundet er i; de 2, 10 og 20 år afhænger jo af de enkelte bedrifter og af de kravsituationer, der er.
5-1	Der	der	US:----:--:----	
5-2	har	have	VF:----:sa:----	
5-3	været	være	VT:siu#:t-:----	
5-4	diskussioner	diskussion	NC:piu#:--:----	
5-5	om	om	T-:----:--:----	
5-6	overgangsordningerne	overgangsordning	NC:pdu#:--:----	
5-7	,	,	ZD	
5-8	og	og	CC:----:--:----	
5-9	de	de	PP:p-n#:--:-3n-	
5-10	skal	skulle	VF:----:sa:----	
5-11	jo	jo	D-:----:--:u---	
5-12	ses	se	VI:----:-p:----	
5-13	i	i	T-:----:--:----	
5-14	lyset	lys|lys-1g|lys-1f|lys-1e|lys-1d|lys-1-1a-1b-1c-1f|lys-3|lys-F-lys-i-mørket|lys-F-sætte-sit-lys-under-en-skæppe|lys-F-tåle-dagens-lys|lys-F-stille/sætte-i-et-dårligt-lys|lys-F-se-lyset|lys-F-se-dagens-lys|lys-F-rank-som-et-lys|lys-F-levende-lys|lys-F-lede/søge-med-lys-og-lygte|lys-F-komme-for-dagens-lys|lys-F-kaste-lys-over|lys-F-i-lyset-af|lys-F-i-et-nyt-(andet-..)-lys|lys-F-gå-ud-som-et-lys|lys-F-grønt-lys(for-noget)|lys-F-grønt/gult/rødt-lys|lys-F-føre-nogen-bag-lyset|lys-F-der-går-et-lys-op-for-nogen|lys-F-brænde-sit-lys-i-begge-ender|lys-F-bengalsk-lys|lys-5|lys-4|Lys-2	NC:sdun:--:----	
5-15	af	af	T-:----:--:----	
5-16	den	den	PM:s-uc:--:----	
5-17	økonomiske	økonomisk	AC:sdu#:--:p---	
5-18	situation	situation	NC:siuc:--:----	
5-19	,	,	ZD	
5-20	som	som	US:----:--:----	
5-21	landbruget	landbrug	NC:sdun:--:----	
5-22	og	og	CC:----:--:----	
5-23	hele	hel	AC:sdu#:--:p---	
5-24	samfundet	samfund	NC:sdun:--:----	
5-25	er	være	VF:----:sa:----	
5-26	i	i	T-:----:--:----	
5-27	;	;	ZP	
5-28	de	den	PM:p-u#:--:----	
5-29	2	2	LC:--u-:--:----	
5-30	,	,	ZD	
5-31	10	10	LC:--u-:--:----	
5-32	og	og	CC:----:--:----	
5-33	20	20	LC:--u-:--:----	
5-34	år	år	NC:piu#:--:----	
5-35	afhænger	afhænge	VF:----:sa:----	
5-36	jo	jo	D-:----:--:u---	
5-37	af	af	T-:----:--:----	
5-38	de	den	PM:p-u#:--:----	
5-39	enkelte	enkelt	AC:p#u#:--:p---	
5-40	bedrifter	bedrift	NC:piu#:--:----	
5-41	og	og	CC:----:--:----	
5-42	af	af	T-:----:--:----	
5-43	de	den	PM:p-u#:--:----	
5-44	kravsituationer	kravsituation	NC:piu#:--:----	
5-45	,	,	ZD	
5-46	der	der	US:----:--:----	
5-47	er	være	VF:----:sa:----	
5-48	.	.	ZP	

#id=6
#text= Men i lyset af de høringssvar, i lyset af de samtaler, der også har været efterfølgende, har jeg på ny overvejet spørgsmålet.
6-1	Men	men	CC:----:--:----	
6-2	i	i	T-:----:--:----	
6-3	lyset	lys|lys-1-1a-1b-1c-1f|lys-F-bengalsk-lys|lys-F-brænde-sit-lys-i-begge-ender|lys-5|lys-4|lys-3|Lys-2|lys-1g|lys-1f|lys-1e|lys-1d|lys-F-i-lyset-af|lys-F-se-lyset|lys-F-sætte-sit-lys-under-en-skæppe|lys-F-tåle-dagens-lys|lys-F-stille/sætte-i-et-dårligt-lys|lys-F-se-dagens-lys|lys-F-rank-som-et-lys|lys-F-lys-i-mørket|lys-F-levende-lys|lys-F-lede/søge-med-lys-og-lygte|lys-F-komme-for-dagens-lys|lys-F-kaste-lys-over|lys-F-i-et-nyt-(andet-..)-lys|lys-F-gå-ud-som-et-lys|lys-F-grønt-lys(for-noget)|lys-F-grønt/gult/rødt-lys|lys-F-føre-nogen-bag-lyset|lys-F-der-går-et-lys-op-for-nogen	NC:sdun:--:----	
6-4	af	af	T-:----:--:----	
6-5	de	den	PM:p-u#:--:----	
6-6	høringssvar	høringssvar	NC:piu#:--:----	
6-7	,	,	ZD	
6-8	i	i	T-:----:--:----	
6-9	lyset	lys	NC:sdun:--:----	
6-10	af	af	T-:----:--:----	
6-11	de	den	PM:p-u#:--:----	
6-12	samtaler	samtale	NC:piu#:--:----	
6-13	,	,	ZD	
6-14	der	der	US:----:--:----	
6-15	også	også	D-:----:--:u---	
6-16	har	have	VF:----:sa:----	
6-17	været	være	VT:siu#:t-:----	
6-18	efterfølgende	efterfølgende	AD:----:--:p---	
6-19	,	,	ZD	
6-20	har	have	VF:----:sa:----	
6-21	jeg	jeg	PP:s-nc:--:-1n-	
6-22	på	på	T-:----:--:----	
6-23	ny	ny	AC:siuc:--:p---	
6-24	overvejet	overveje	VT:siu#:t-:----	
6-25	spørgsmålet	spørgsmål	NC:sdun:--:----	
6-26	.	.	ZP	

#id=7
#text= Man skriver klart og tydeligt i bemærkningerne, at der såmænd ikke er nogen tvivl om, at forsvarsministeren førte Folketinget bag lyset og gav vildledende oplysninger.
7-1	Man	man	PI:#-uc:--:----	
7-2	skriver	skrive	VF:----:sa:----	
7-3	klart	klar	AD:----:--:p---	
7-4	og	og	CC:----:--:----	
7-5	tydeligt	tydelig	AD:----:--:p---	
7-6	i	i	T-:----:--:----	
7-7	bemærkningerne	bemærkning	NC:pdu#:--:----	
7-8	,	,	ZD	
7-9	at	at	CS:----:--:----	
7-10	der	der	US:----:--:----	
7-11	såmænd	såmænd	D-:----:--:u---	
7-12	ikke	ikke	D-:----:--:u---	
7-13	er	være	VF:----:sa:----	
7-14	nogen	nogen	PI:s-uc:--:----	
7-15	tvivl	tvivl	NC:siuc:--:----	
7-16	om	om	T-:----:--:----	
7-17	,	,	ZD	
7-18	at	at	CS:----:--:----	
7-19	forsvarsministeren	forsvarsminister	NC:sduc:--:----	
7-20	førte	føre	VF:----:ta:----	
7-21	Folketinget	folketing	NC:sdun:--:----	
7-22	bag	bag	T-:----:--:----	
7-23	lyset	lys|lys-1d|lys-1-1a-1b-1c-1f|lys-1g|lys-4|lys-3|Lys-2|lys-1f|lys-1e|lys-F-føre-nogen-bag-lyset|lys-F-lede/søge-med-lys-og-lygte|lys-F-sætte-sit-lys-under-en-skæppe|lys-F-tåle-dagens-lys|lys-F-stille/sætte-i-et-dårligt-lys|lys-F-se-lyset|lys-F-se-dagens-lys|lys-F-rank-som-et-lys|lys-F-lys-i-mørket|lys-F-levende-lys|lys-F-komme-for-dagens-lys|lys-F-kaste-lys-over|lys-F-i-lyset-af|lys-F-i-et-nyt-(andet-..)-lys|lys-F-gå-ud-som-et-lys|lys-F-grønt-lys(for-noget)|lys-F-grønt/gult/rødt-lys|lys-F-der-går-et-lys-op-for-nogen|lys-F-brænde-sit-lys-i-begge-ender|lys-F-bengalsk-lys|lys-5	NC:sdun:--:----	
7-24	og	og	CC:----:--:----	
7-25	gav	give	VF:----:ta:----	
7-26	vildledende	vildlede	VP:##u#:s-:----	
7-27	oplysninger	oplysning	NC:piu#:--:----	
7-28	.	.	ZP	

#id=8
#text= Jeg havde håbet på, at vi kunne få en god diskussion om det her, at Folketinget kunne samles, og jeg havde håbet på, at vi havde så stærkt et demokrati, at den udøvende magt _ regeringen _ ikke bare undersøger sig selv, altså at den udøvende magt undersøger den udøvende magt, men også lytter til, hvad den lovgivende magt siger i den her sammenhæng, og at vi, hvad jeg mener er vigtigt  for et stærkt demokrati, når der er så store tvivlsspørgsmål, så store kritikpunkter af regeringens gøren og laden, så selvfølgelig undersøger det og får tingene frem i lyset, så alle kan se, hvad der er op og  ned.
8-1	Jeg	jeg	PP:s-nc:--:-1n-	
8-2	havde	have	VF:----:ta:----	
8-3	håbet	håbe	VT:siu#:t-:----	
8-4	på	på	T-:----:--:----	
8-5	,	,	ZD	
8-6	at	at	CS:----:--:----	
8-7	vi	vi	PP:p-nc:--:-1n-	
8-8	kunne	kunne	---:ta:----	
8-9	få	få	VI:----:-a:----	
8-10	en	en	PI:s-uc:--:----	
8-11	god	god	AC:siuc:--:p---	
8-12	diskussion	diskussion	NC:siuc:--:----	
8-13	om	om	T-:----:--:----	
8-14	det	det	PP:s-un:--:-3n-	
8-15	her	her	D-:----:--:u---	
8-16	,	,	ZD	
8-17	at	at	CS:----:--:----	
8-18	Folketinget	folketing	NC:sdun:--:----	
8-19	kunne	kunne	VF:----:ta:----	
8-20	samles	samle	VI:----:-p:----	
8-21	,	,	ZD	
8-22	og	og	CC:----:--:----	
8-23	jeg	jeg	PP:s-nc:--:-1n-	
8-24	havde	have	VF:----:ta:----	
8-25	håbet	håbe	VT:siu#:t-:----	
8-26	på	på	T-:----:--:----	
8-27	,	,	ZD	
8-28	at	at	CS:----:--:----	
8-29	vi	vi	PP:p-nc:--:-1n-	
8-30	havde	have	VF:----:ta:----	
8-31	så	så	D-:----:--:u---	
8-32	stærkt	stærk	AD:----:--:p---	
8-33	et	en	PI:s-un:--:----	
8-34	demokrati	demokrati	NC:siun:--:----	
8-35	,	,	ZD	
8-36	at	at	CS:----:--:----	
8-37	den	den	PM:s-uc:--:----	
8-38	udøvende	udøve	VP:##u#:s-:----	
8-39	magt	magt	NW:----:--:----	
8-40	_	_	ZH	
8-41	regeringen	regering	NW:----:--:----	
8-42	_	_	ZH	
8-43	ikke	ikke	D-:----:--:u---	
8-44	bare	bare	D-:----:--:u---	
8-45	undersøger	undersøge	VF:----:sa:----	
8-46	sig	sig	PP:#-u#:--:-3y-	
8-47	selv	selv	PM:#-u#:--:----	
8-48	,	,	ZD	
8-49	altså	altså	D-:----:--:u---	
8-50	at	at	CS:----:--:----	
8-51	den	den	PM:s-uc:--:----	
8-52	udøvende	udøve	VP:##u#:s-:----	
8-53	magt	magt	NC:siuc:--:----	
8-54	undersøger	undersøge	VF:----:sa:----	
8-55	den	den	PM:s-uc:--:----	
8-56	udøvende	udøve	VP:##u#:s-:----	
8-57	magt	magt	NC:siuc:--:----	
8-58	,	,	ZD	
8-59	men	men	CC:----:--:----	
8-60	også	også	D-:----:--:u---	
8-61	lytter	lytte	VF:----:sa:----	
8-62	til	til	T-:----:--:----	
8-63	,	,	ZD	
8-64	hvad	hvad	PR:s-u#:--:----	
8-65	den	den	PM:s-uc:--:----	
8-66	lovgivende	lovgive	VP:##u#:s-:----	
8-67	magt	magt	NC:siuc:--:----	
8-68	siger	sige	VF:----:sa:----	
8-69	i	i	T-:----:--:----	
8-70	den	den	PP:s-uc:--:-3n-	
8-71	her	her	D-:----:--:u---	
8-72	sammenhæng	sammenhæng	NC:siuc:--:----	
8-73	,	,	ZD	
8-74	og	og	CC:----:--:----	
8-75	at	at	CS:----:--:----	
8-76	vi	vi	PP:p-nc:--:-1n-	
8-77	,	,	ZD	
8-78	hvad	hvad	PR:s-u#:--:----	
8-79	jeg	jeg	PP:s-nc:--:-1n-	
8-80	mener	mene	VF:----:sa:----	
8-81	er	være	VF:----:sa:----	
8-82	vigtigt	vigtig	AD:----:--:p---	
8-83	for	for	T-:----:--:----	
8-84	et	en	PI:s-un:--:----	
8-85	stærkt	stærk	AC:siun:--:p---	
8-86	demokrati	demokrati	NC:siun:--:----	
8-87	,	,	ZD	
8-88	når	når	CS:----:--:----	
8-89	der	der	US:----:--:----	
8-90	er	være	VF:----:sa:----	
8-91	så	så	D-:----:--:u---	
8-92	store	stor	AC:p#u#:--:p---	
8-93	tvivlsspørgsmål	tvivlsspørgsmål	NC:piu#:--:----	
8-94	,	,	ZD	
8-95	så	så	CS:----:--:----	
8-96	store	stor	AC:p#u#:--:p---	
8-97	kritikpunkter	kritikpunkt	NC:piu#:--:----	
8-98	af	af	T-:----:--:----	
8-99	regeringens	regering	NC:sdgc:--:----	
8-100	gøren	gøre	VG:siuc:--:----	
8-101	og	og	CC:----:--:----	
8-102	laden	lade	NC:sduc:--:----	
8-103	,	,	ZD	
8-104	så	så	D-:----:--:u---	
8-105	selvfølgelig	selvfølgelig	D-:----:--:u---	
8-106	undersøger	undersøge	VF:----:sa:----	
8-107	det	det	PP:s-un:--:-3n-	
8-108	og	og	CC:----:--:----	
8-109	får	få	VF:----:sa:----	
8-110	tingene	ting	NC:pdu#:--:----	
8-111	frem	frem	D-:----:--:u---	
8-112	i	i	T-:----:--:----	
8-113	lyset	lys|lys-1-1a-1b-1c-1f|lys-1f|lys-1e|lys-1d|lys-4|lys-F-gå-ud-som-et-lys|lys-F-rank-som-et-lys|lys-F-sætte-sit-lys-under-en-skæppe|lys-F-tåle-dagens-lys|lys-F-stille/sætte-i-et-dårligt-lys|lys-F-se-lyset|lys-F-se-dagens-lys|lys-F-lys-i-mørket|lys-F-levende-lys|lys-F-lede/søge-med-lys-og-lygte|lys-F-komme-for-dagens-lys|lys-F-kaste-lys-over|lys-F-i-lyset-af|lys-F-i-et-nyt-(andet-..)-lys|lys-F-grønt-lys(for-noget)|lys-F-grønt/gult/rødt-lys|lys-F-føre-nogen-bag-lyset|lys-F-der-går-et-lys-op-for-nogen|lys-F-brænde-sit-lys-i-begge-ender|lys-F-bengalsk-lys|lys-5|lys-3|Lys-2|lys-1g	NC:sdun:--:----	
8-114	,	,	ZD	
8-115	så	så	CS:----:--:----	
8-116	alle	al	PI:p-u#:--:----	
8-117	kan	kunne	VF:----:sa:----	
8-118	se	se	VI:----:-a:----	
8-119	,	,	ZD	
8-120	hvad	hvad	PR:s-u#:--:----	
8-121	der	der	US:----:--:----	
8-122	er	være	VF:----:sa:----	
8-123	op	op	D-:----:--:u---	
8-124	og	og	CC:----:--:----	
8-125	ned	ned	D-:----:--:u---	
8-126	.	.	ZP	

#id=9
#text= Af besvarelsen fremgår det, at set i lyset af den seneste tids offentlige debat om brændemærkning af heste er det min opfattelse, at det i alle tilfælde bør være udelukket at foretage brændemærkning af heste i Danmark.
9-1	Af	af	T-:----:--:----	
9-2	besvarelsen	besvarelse	NC:sduc:--:----	
9-3	fremgår	fremgå	VF:----:sa:----	
9-4	det	det	PP:s-un:--:-3n-	
9-5	,	,	ZD	
9-6	at	at	CS:----:--:----	
9-7	set	se	VT:siu#:t-:----	
9-8	i	i	T-:----:--:----	
9-9	lyset	lys|lys-5|lys-4|lys-3|Lys-2|lys-1g|lys-1f|lys-1-1a-1b-1c-1f|lys-1e|lys-1d|lys-F-brænde-sit-lys-i-begge-ender|lys-F-kaste-lys-over|lys-F-stille/sætte-i-et-dårligt-lys|lys-F-sætte-sit-lys-under-en-skæppe|lys-F-tåle-dagens-lys|lys-F-se-lyset|lys-F-se-dagens-lys|lys-F-rank-som-et-lys|lys-F-lys-i-mørket|lys-F-levende-lys|lys-F-lede/søge-med-lys-og-lygte|lys-F-komme-for-dagens-lys|lys-F-i-lyset-af|lys-F-i-et-nyt-(andet-..)-lys|lys-F-gå-ud-som-et-lys|lys-F-grønt-lys(for-noget)|lys-F-grønt/gult/rødt-lys|lys-F-føre-nogen-bag-lyset|lys-F-der-går-et-lys-op-for-nogen|lys-F-bengalsk-lys	NC:sdun:--:----	
9-10	af	af	T-:----:--:----	
9-11	den	den	PM:s-uc:--:----	
9-12	seneste	sen	AC:§du§:--:s---	
9-13	tids	tid	NC:sigc:--:----	
9-14	offentlige	offentlig	AC:sdu#:--:p---	
9-15	debat	debat	NC:siuc:--:----	
9-16	om	om	T-:----:--:----	
9-17	brændemærkning	brændemærkning	NC:siuc:--:----	
9-18	af	af	T-:----:--:----	
9-19	heste	hest	NC:piu#:--:----	
9-20	er	være	VF:----:sa:----	
9-21	det	det	PP:s-un:--:-3n-	
9-22	min	min	XY:----:--:----	
9-23	opfattelse	opfattelse	NC:siuc:--:----	
9-24	,	,	ZD	
9-25	at	at	CS:----:--:----	
9-26	det	det	PP:s-un:--:-3n-	
9-27	i	i	T-:----:--:----	
9-28	alle	al	PI:p-u#:--:----	
9-29	tilfælde	tilfælde	NC:piu#:--:----	
9-30	bør	burde	VF:----:sa:----	
